"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
132,191,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,1,2,"Ego-car drives on a city road with a cyclist ahead and a white SUV nearby.","A cyclist collides with a white SUV while riding on the right side of the road."
133,211,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car drives on a dirt road beside a grassy hill with dry vegetation.","Debris flies into the air from the right side of the road and strikes the ego-car."
134,148,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car approaches a crosswalk with two pedestrians standing ahead on the road.","A pedestrian holding a box walks into the ego-car's path at the crosswalk, resulting in a collision."
135,410,0,"0. No Crash",0,"vehicle overtakes",2,0,0,2,"Ego-car follows a motorcycle on a rural road with open fields as another motorcycle approaches from the right.","A motorcycle with three riders enters the right lane and merges ahead of the ego-car, creating a near-miss situation."
136,191,0,"0. No Crash",0,"animal on the road",0,0,0,0,"Ego-car drives on a multi-lane road with oncoming traffic and roadside trees.","A dark vehicle crosses from oncoming traffic into the ego-car's lane, creating an immediate collision hazard."
137,211,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car approaches a man on a cart in the middle lane with vehicles around.","A man on a cart loses balance and falls into the lane as vehicles pass."
138,111,0,"0. No Crash",0,"animal on the road",0,0,0,1,"A black SUV approaches an intersection with green traffic lights and a fallen tree nearby.","A large tree falls across the road, blocking the intersection and preventing the ego-car from proceeding."
139,221,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"Ego-car drives on a highway with a white sedan ahead in the same lane.","White sedan loses control and collides with the guardrail on the right side, causing front-end damage."
140,51,0,"0. No Crash",0,"bicycle on road",4,0,0,0,"Ego-car follows multiple cyclists on a two-lane road under an overpass.","A cyclist performs a wheelie, loses control, and falls into the lane, creating a hazard for the ego-car and other road users."
141,71,0,"0. No Crash",0,"unknown",0,0,0,1,"Ego-car approaches a black SUV stopped near a crosswalk with pedestrians nearby.","The black SUV reverses into the ego car's path near the crosswalk, causing a collision."
142,21,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a dark road with oncoming traffic and red traffic lights ahead.","A car ahead turns left across the lane and merges into oncoming traffic."
143,91,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a silver car in the right lane on a city street with parked cars.","A silver car ahead suddenly stops and blocks the ego-car lane without warning."
144,69,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white car ahead on a two-lane road with a parked truck on the right.","A parked truck on the right releases a large dust cloud that completely obscures the road ahead."
145,151,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car follows a truck on a city road with a motorcycle to the right.","The truck turns right without signaling and collides with the motorcycle beside it."
146,249,0,"0. No Crash",0,"animal on the road",0,2,0,0,"Ego-car approaches an intersection with oncoming traffic and two dogs on the road.","Two dogs cross the road from opposite sides, forcing the ego-car and oncoming traffic to slow down."
147,41,0,"0. No Crash",0,"animal on the road",0,0,0,0,"Ego-car drives on a highway with a gray truck ahead in the right lane and multiple vehicles in adjacent lanes.","Debris falls from the gray truck ahead and spills across the highway lanes."
148,189,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,0,2,"Ego-car approaches an intersection under an overpass with green traffic lights and a crosswalk ahead.","A pedestrian crosses the intersection against the red light and collides with a turning vehicle."
149,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a clear city road with light traffic, buildings on both sides, and green lawns.","No incident or anomaly is detected; road conditions remain stable with no obstructions or changes in traffic flow."
150,191,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a vehicle in the right lane at a city intersection with green traffic lights.","A vehicle ahead brakes hard as it approaches a red light, prompting the ego-car to swerve left to avoid collision."
151,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with a red truck and stationary vehicles ahead.","Red truck and other vehicles are stopped at the intersection, causing the ego-car to stop."
152,191,1,"2. Ego-car collided and could not continue moving",1,"ego-car loses control",0,0,0,0,"Ego-car approaches a right curve on a rural road with a blue sign and green vegetation on the right.","Ego-car veers off the road into dense vegetation due to loss of control during the turn."
153,79,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,1,2,"Ego-car drives on a snowy city road with moderate traffic and pedestrians.","A loose tire from oncoming traffic rolls into the ego-car's lane and collides with it."
154,51,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches an intersection with a pedestrian waiting at the crosswalk.","A pedestrian crosses the road in front of the ego-car, blocking its path."
155,321,0,"0. No Crash",0,"animal on the road",0,6,0,0,"Ego-car drives on a clear road with a small structure ahead and power lines visible.","A duck with four ducklings crosses the road ahead and blocks the ego-car's path."
156,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a silver sedan in the right lane on a multi-lane road at dusk with clear traffic flow.","No incident occurred because traffic flows normally without hazards or anomalies affecting the ego-car."
157,41,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a crosswalk with a pedestrian crossing from left to right.","A pedestrian crosses the road from left to right in front of the ego car."
158,271,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with a white car ahead and green barriers on the left.","A red truck crosses the median barrier from oncoming traffic and collides with the white car ahead."
159,95,1,"1. Ego-car collided but did not stop",1,"ego-car hit an animal",0,1,0,0,"Ego-car drives on a rural road with a blue sign visible ahead and trees nearby.","A black cow crosses the road from left to right and collides with the ego-car."
160,31,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"Ego-car drives on a city road with multiple lanes of heavy traffic and a red car and a black car in the adjacent lane.","A black car cuts into the ego-car's lane from the right, causing a near-miss."
161,187,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car drives on a rural road with a truck ahead and no cyclists visible.","A cyclist crosses the road from the right and collides with the ego-car."
162,61,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with a crosswalk and parked cars on the left.","A vehicle on the right moves left across the ego-car's path ahead of the intersection."
163,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a dark residential road with parked cars and streetlights.","No incident detected; the ego-car is driving normally without any hazards or obstructions."
164,323,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"Ego-car follows a white van in the right lane on a multi-lane highway.","The white van veers left and mounts the curb near trees, creating a direct hazard to the ego-car."
165,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red light at an urban intersection with oncoming traffic and pedestrians.","Oncoming vehicle's headlights intensify, causing glare that reduces visibility for the ego-car."
166,51,0,"0. No Crash",0,"bicycle on road",1,0,0,2,"Ego-car drives on a highway with a truck ahead and construction barrels and cones on the side.","A motorcycle crashes and knocks over construction barrels and cones, causing debris including tires and barrels to roll across the highway lanes."
167,41,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with moderate traffic and clear lanes.","A white SUV turns left across the path of oncoming traffic and cuts in front of the ego-car."
168,311,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,3,"Ego-car follows a large truck on a multi-lane highway with vehicles in adjacent lanes.","A dark van merges from the right lane and cuts in front of the truck, causing the truck to abruptly merge left and collide with the ego-car."
169,133,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"Ego-car stops near a silver car, a black truck, and five pedestrians on the roadside.","Yellow debris erupts from the ground near the pedestrians ahead, creating a hazard on the road."
170,57,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,0,"Ego-car approaches a roundabout with a van ahead and pedestrians near the curb.","A pedestrian crosses the road in front of the ego-car from the right, requiring the ego-car to stop."
171,79,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car drives on a city road with oncoming traffic, parked vehicles, and a pedestrian near barriers on the right.","A pedestrian steps into the road from the right side, prompting the ego-car to avoid a collision."
172,271,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway approaching a construction zone with orange barriers and speed limit signs.","Ego-car drives over yellow speed bumps in the construction zone, indicating reduced speed requirement due to ongoing work."
173,59,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,1,"Ego-car approaches a motorcyclist in the right lane on a wet road.","The motorcyclist loses balance and falls forward onto the wet road surface."
174,79,0,"0. No Crash",0,"unknown",0,0,0,1,"Ego-car drives on a highway with a car ahead in the same lane.","A large white debris rolls from the left side of the road into the ego-car's lane, creating a road obstruction."
175,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with green traffic lights and moderate traffic.","No incident occurs because traffic flows normally under green lights with no anomalies or obstructions."
176,218,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",1,0,0,1,"Ego-car approaches a parked white car on a winding mountain road with a scooter ahead near the stopped vehicle.","A scooter ahead on the road near the parked white car causes the ego-car to collide with it, resulting in a multi-vehicle incident."
177,419,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car hits barrier",0,0,0,1,"Ego-car follows a black car in the right lane on a highway.","The black car veers right and crashes into the roadside embankment."
178,71,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car flipped over",0,0,0,1,"Ego-car drives on a highway with multiple vehicles ahead in lanes, including a truck.","A car ahead swerves left and collides with a pickup truck, causing the car to lose control and flip violently across lanes."
179,201,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a silver sedan and a green-and-white bus on a highway.","The silver sedan suddenly brakes and collides with the bus ahead."
180,128,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a white SUV at an intersection with yellow traffic lights ahead.","A pedestrian crosses from the left sidewalk near the white SUV, causing the ego-car to brake suddenly."
181,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a bus and a car on a two-lane road with oncoming traffic and crosswalks.","A blue car cuts in from the right lane into the ego-car's path, creating a collision risk."
182,1,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white sedan at an intersection with multiple vehicles stopped ahead and cross traffic present.","A dark SUV turns left across oncoming traffic and collides with a white sedan."
183,81,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane highway with a truck and pickup in adjacent lanes under an overhead sign.","A truck's cargo shifts and falls onto the highway, creating debris that poses a hazard to surrounding vehicles."
184,201,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a wet two-lane road with oncoming vehicles visible ahead.","A car crosses the center line and collides head-on with an oncoming truck."
185,90,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"flying object hit the car",0,0,0,2,"Ego-car follows a Toyota truck on a multi-lane highway with moderate traffic.","An unsecured wooden plank detaches from the truck and hits the ego-car."
186,211,0,"0. No Crash",0,"unknown",0,0,0,1,"Ego-car follows a red car in the right lane on a wet road under an overpass with traffic lights ahead.","A vehicle ahead brakes suddenly on the wet road due to debris, creating a potential rear-end hazard for the ego-car."
187,61,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane highway with a red truck ahead and a red car in the right lane.","A red car in the right lane loses control, causing its tire to detach and roll into the ego-car's lane, creating debris on the road."
188,41,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with vehicles in adjacent lanes and moderate traffic.","A white vehicle merges into the ego-car's lane from the right lane, creating a potential collision hazard."
189,195,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a beige van in the right lane on a city road with oncoming traffic separated by a median barrier.","A dark car crosses the median barrier from oncoming traffic and collides with the beige van ahead."
190,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and construction zones.","Construction zones present potential hazards due to reduced lane availability and altered traffic patterns, increasing risk of delayed response or unexpected vehicle behavior."
191,205,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows traffic on a wet city road with multiple lanes and traffic lights ahead.","A vehicle from the left lane merges sharply ahead of the ego-car, triggering hard braking among following vehicles."
192,31,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural road with oncoming traffic and a bear near the shoulder.","A black bear crosses the road from left to right in front of the ego car, prompting the driver to slow down."
193,281,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a silver car behind a yellow bus at an intersection with multiple vehicles ahead.","A white van turns left across lanes, causing the bus to brake suddenly and prompting the ego-car to adjust its path."
194,381,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows a truck on a multi-lane highway with other vehicles ahead.","A vehicle ahead emits dense smoke that spreads across the road, reducing visibility for the ego-car and surrounding traffic."
195,285,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a multi-lane road with moderate traffic ahead, including a brown sedan in the right lane and a black car in the left lane.","A black car in the left lane cuts in sharply ahead of the brown sedan, causing a collision with the brown sedan and endangering the ego-car."
196,241,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,1,1,"Ego-car approaches two pedestrians with a bicycle near the guardrail on the right.","A pedestrian with a bicycle steps into the road and falls in front of the ego car."
197,483,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white car on a wet city road with a red car in the left lane and cross traffic ahead.","A red car in the left lane turns left across oncoming traffic and collides with the white car ahead."
198,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road beside a large truck in the right lane with parked cars nearby.","A large truck in the right lane obstructs the ego-car's view and limits maneuvering space, creating a potential collision risk due to reduced clearance."
199,1,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with moderate traffic and clear lanes ahead.","No incident occurs; traffic flows steadily with no visible hazards or anomalies."
200,101,0,"0. No Crash",0,"vehicle overtakes",1,0,0,1,"Ego-car observes a van approaching from the right lane on a city road with a scooter rider and other vehicles nearby.","A van approaches from the right lane and abruptly moves left into the ego-car's path, causing a near-miss collision."
201,281,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white sedan in the same lane approaching an intersection with traffic lights.","A white sedan in front cuts left across lanes, forcing the ego-car to swerve to avoid a collision."
202,1,0,"0. No Crash",1,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches an intersection with a red traffic light and a pedestrian waiting to cross.","Ego-car runs a red light while a pedestrian waits to cross the road."
203,91,0,"0. No Crash",0,"scooter on the road",1,0,0,1,"Ego-car drives on a winding mountain road with buildings ahead and a yellow three-wheeled vehicle parked on the left roadside.","A yellow three-wheeled vehicle pulls out from the left side and moves into the ego-car's lane, creating a collision risk."
204,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white car on a multi-lane road with traffic cones ahead.","The white car ahead slows as it approaches the traffic cone in the lane."
205,77,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car drives on a highway with multiple vehicles ahead in the same lane.","A vehicle ahead loses cargo, causing debris to spill onto the highway lane."
206,59,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,0,"Ego-car approaches a residential street with parked cars and a van, where a child walks near the road and a pedestrian stands nearby.","A man exits the van, crosses the road, and lifts the child, creating a direct obstruction in the ego-car's path."
207,76,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car follows a white Volvo on a city road with parked cars and oncoming traffic.","A motorcycle from the left lane turns sharply right and collides with the white Volvo's rear."
208,79,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,2,1,"A pedestrian walks ahead of the ego-car near a barrier on a wet road intersection while a motorcyclist is present.","A pedestrian collides with a barrier and falls onto the wet road surface."
209,39,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"Ego-car approaches a crosswalk with large rocks on the left roadside.","A large rock rolls from the left roadside into the ego-car's path and causes a collision."
210,31,1,"1. Ego-car collided but did not stop",1,"ego-car hits barrier",0,0,0,0,"Ego-car drives on a two-lane road with trees lining both sides.","A large tree falls across the road, blocking both lanes and colliding with the ego-car."
211,41,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with green traffic lights and oncoming vehicles turning left.","A vehicle turns left from the left lane across the ego-car's path and collides with it."
212,447,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches an intersection with a cyclist riding across the road.","Cyclist crosses into the ego-car's path at the intersection and collides with the front windshield."
213,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red light as pedestrians cross the intersection.","Pedestrians cross the street at a red light, causing the ego-car to stop."
214,51,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches intersection as a cyclist enters the crosswalk from the right.","A cyclist enters the crosswalk from the right and collides with the ego-car."
215,183,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a silver sedan on a city road with moderate traffic.","A police vehicle with flashing lights turns left across oncoming traffic, blocking the ego-car's lane."
216,101,0,"0. No Crash",0,"pedestrian on the road",0,0,0,0,"Ego-car drives on a highway with moderate traffic and a pedestrian on the roadway ahead.","A pedestrian walks on the highway lane ahead, creating a hazard that obstructs normal traffic flow."
217,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a curved road under an overpass at night with visible lane markings and streetlights.","No incident occurred; the ego-car continues normal driving on a clear curved road under an overpass with no anomalies detected."
218,311,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,2,"Ego-car follows a silver sedan at an intersection with multiple vehicles and a motorcyclist on the left near a parked car.","A motorcyclist on the left loses balance and falls near a parked car."
219,11,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",2,0,2,2,"Ego-car approaches an intersection with pedestrians crossing at a crosswalk and a van approaching from the left.","A van turns left through the crosswalk and collides with a motorcycle, obstructing the pedestrian path."
220,51,0,"0. No Crash",0,"animal on the road",0,0,0,1,"Ego-car drives on a multi-lane highway with a white car ahead and a brown SUV on the left.","A brown SUV cuts into the left lane, causing debris to fall from a vehicle ahead and scatter across the road, prompting evasive maneuvers."
221,101,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,3,"Ego-car follows a white car on a narrow rural road with oncoming trucks.","A truck on the left moves right and collides with an oncoming truck."
222,21,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car follows a white pickup truck on a multi-lane city road with moderate traffic.","A large animal lies on the road ahead, causing vehicles to maneuver around it."
223,21,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car drives on a highway with trucks ahead and a red and white truck stopped on the left shoulder.","A red and white truck stops on the left shoulder, causing debris to appear on the road as subsequent vehicles pass it."
224,169,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"Ego-car drives on a multi-lane road with a bus on the right and a red car on the left.","A red car cuts into the left lane and collides with another vehicle, creating a hazardous situation ahead."
225,384,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows multiple vehicles in a tunnel with steady traffic flow.","A silver SUV abruptly moves from the right lane into the center lane, causing a near-miss with the ego-car."
226,91,0,"0. No Crash",0,"bicycle on road",1,0,1,2,"Ego-car stops at an intersection with multiple vehicles and pedestrians nearby.","A person opens the rear door of a white van into the lane, obstructing traffic flow."
227,213,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,2,"Ego-car approaches an intersection with a bus and traffic officer ahead.","A person lies on the road near the rear of the bus, creating a hazard that obstructs traffic flow."
228,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a car on a curved highway entrance ramp under clear skies.","A vehicle merges sharply from the left, cutting in front of the ego-car."
229,51,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car flipped over",0,0,0,1,"Ego-car approaches an intersection with a blue three-wheeled truck turning left.","The blue three-wheeled truck turns left across the ego-car's path and overturns, spilling debris into the roadway."
230,211,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"Ego-car drives on a city road with moderate traffic and clear weather.","A white car on the right lane moves left into the ego-car's lane ahead without signaling, creating a near-miss situation."
231,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches an intersection with red traffic lights and multiple vehicles stopped ahead.","A white truck from the left lane turns right and blocks the ego-car's path without yielding."
232,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with moderate traffic ahead.","No incident occurred as all vehicles in the vicinity maintained steady speed and lane position without anomalies."
233,71,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at an intersection with multiple vehicles ahead and green traffic lights.","A silver van enters the intersection from the right and crosses the ego-car's path."
234,51,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car follows a blue truck in the left lane at an intersection with green traffic lights.","The blue truck emits a large cloud of smoke that obscures the left lane and crosswalk, reducing visibility for the ego-car."
235,141,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car follows a white car on a wet, two-lane road with trees lining both sides.","A tree falls across the road ahead, blocking the lane and causing the lead car to stop."
236,81,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car drives on a narrow village road with an oncoming black van approaching from the left.","A black van turns left across the path of the ego-car, forcing the ego-car to swerve to avoid collision."
237,51,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with multiple vehicles ahead in clear weather.","A tire detaches from a vehicle ahead and rolls into the ego-car's lane."
238,179,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",2,0,0,2,"Ego-car stops at an intersection with a blue truck and bicycles present.","A blue truck turns right and collides with a bicycle, knocking the rider down."
239,13,0,"0. No Crash",0,"animal on the road",0,7,0,0,"Ego-car drives on a highway with two vehicles ahead in the same lane.","Multiple goats enter the highway from the right and cross into the ego-car's lane, creating an obstruction."
240,232,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with multiple vehicles and green traffic lights.","A dark sedan merges from the right lane and moves ahead of the ego-car, creating a near-miss."
241,137,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with a white truck and two cars on the left.","A blue car cuts across the intersection from left to right, causing the ego-car to stop."
242,213,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a black SUV and two vans on a multi-lane highway.","A white sedan merges from the left lane into the ego-car's lane, creating a near-miss."
243,1,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car stops at a red light with multiple vehicles ahead and to the left.","No incident occurs; traffic remains stopped at the red light."
244,33,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives under an overpass with vehicles ahead in multiple lanes.","A car merges from the left lane into the path of the ego-car, creating a close proximity situation."
245,211,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car approaches a crosswalk where a pedestrian begins to cross ahead.","A pedestrian steps into the ego car's path at the crosswalk and collides with the vehicle."
246,16,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car follows a pickup truck and a large trailer on a highway.","Long wooden planks detach from the pickup truck's roof rack and fly into the air, creating airborne debris."
247,387,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches red shipping containers parked on the left side of the road with no moving vehicles.","A container on the left shifts slightly into the ego-car's path, resulting in a near-miss."
248,129,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,3,2,"Ego-car approaches a crosswalk where pedestrians cross and a motorcycle rides ahead.","A motorcycle collides with pedestrians in the crosswalk, knocking them down."
249,1,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a city road with a black SUV in the left lane and steady traffic under green lights.","A black SUV merges from the left lane into the ego-car's lane, creating a potential collision risk."
250,81,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car drives on a rural road with oncoming traffic and clear lanes.","A white pickup truck crosses the center line and enters the ego-car's lane."
251,47,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with a yellow truck on the left and various vehicles ahead.","The yellow truck on the left moves right into the ego-car's lane, altering its path."
252,25,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with green traffic lights and an oncoming vehicle.","An oncoming vehicle turns left across the ego-car's path and collides with it."
253,55,0,"0. No Crash",0,"pedestrian is crossing the street",1,0,1,1,"Ego-car approaches a gated entrance with a pedestrian on the left.","A pedestrian crosses from left to right in front of the ego-car near the gated entrance."
254,251,0,"0. No Crash",0,"vehicle overtakes",0,0,0,3,"Ego-car approaches an intersection with multiple vans and a truck ahead in the right lane.","A white truck merges from the right lane and cuts in front of the ego-car, creating a collision risk with the leading vehicles."
255,119,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"Ego-car waits at an intersection with multiple vehicles nearby, including a bus and a pedestrian on a scooter.","A pedestrian on a scooter crosses left to right in front of the ego car, creating a collision risk with turning vehicles."
256,41,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car follows a gray car and a truck on a multi-lane highway with clear lanes.","A tire detaches from the gray car ahead and rolls into the ego-car's lane."
257,492,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives through a parking lot with scattered vehicles and a white SUV near a yellow curb.","A small animal crosses the road ahead near the curb, prompting potential evasive action by the ego-car."
258,181,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car is parked in a dimly lit indoor parking garage near a red car and a brown SUV.","The brown SUV's driver opens the door outward, blocking the ego-car's path."
259,151,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with vehicles and pedestrians visible.","A pedestrian crosses the street from the left and blocks the ego-car's path at the crosswalk."
260,221,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a wet road with oncoming traffic and raindrops on the windshield.","A bus merges from the left lane into the ego-car's lane, causing a near-miss."
261,125,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car waits at an intersection with multiple vehicles stopped ahead.","A black van turns left without clearing the lane, cutting in front of oncoming traffic."
262,231,0,"0. No Crash",0,"pedestrian on the road",0,0,2,2,"Ego-car follows a white SUV on a multi-lane road with a yellow barrier near the right lane.","A yellow barrier shifts left into the ego-car's lane, requiring the ego-car to avoid collision."
