"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
143,91,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a silver car in the right lane on a city street with parked cars.","A silver car ahead suddenly stops and blocks the ego-car lane without warning."
144,71,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white car near a parked dump truck on the right shoulder.","The dump truck releases a large dust cloud that completely obscures the road ahead."
145,151,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"The ego-car follows a truck and a motorcycle on a two-lane urban road.","The truck turns right without signaling and collides with the motorcycle ahead."
146,261,0,"0. No Crash",0,"animal on the road",0,2,0,0,"The ego-car approaches an intersection with oncoming traffic and a crosswalk on a wet road.","Two dogs cross the road from opposite sides and force cars to slow down without contact."
147,52,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a gray truck in the right lane on a multi-lane highway with clear skies.","Debris falls from a truck ahead and spills across the highway lanes causing evasive maneuvers."
148,171,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"The ego-car follows a silver sedan in the right lane under an overpass.","A cyclist crosses the intersection from the right and blocks the ego-car's path."
149,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives straight on a multi-lane road with oncoming traffic and green lawns.","No visible incident or anomaly detected in the sequence of frames; road is clear."
150,191,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a blue car in the right lane at a city intersection with green traffic lights.","The blue car ahead brakes hard as it approaches a red light, causing the ego-car to swerve left to avoid collision."
151,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car approaches an intersection with a red truck stopped on the left.","No visible incident or hazard in the sequence; traffic appears normal."
152,191,1,"2. Ego-car collided and could not continue moving",1,"ego-car loses control",0,0,0,0,"The ego-car approaches a right-curve road sign with green vegetation on the right.","The ego-car veers right off the road into dense green bushes and trees."
153,91,0,"0. No Crash",0,"debris on the road",0,0,0,2,"The ego-car follows a brown car on a snowy city street with oncoming traffic.","A loose tire from oncoming traffic rolls into the ego-car lane and collides."
154,51,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches an intersection with a pedestrian waiting at the crosswalk and a red car ahead.","A pedestrian crosses the road from the right and blocks the ego-car's lane, forcing a stop."
155,321,0,"0. No Crash",0,"animal on the road",0,5,0,0,"The ego-car approaches a yellow booth on a clear road with power lines left.","A duck with four ducklings crosses the road ahead and blocks the ego-car lane."
156,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a silver car in the right lane on a city street with buildings.","No visible incident or hazard in the sequence of frames; road is clear and traffic is normal."
157,61,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches a crosswalk where a pedestrian crosses from left to right.","A pedestrian crosses the street ahead while the ego-car slows down."
158,271,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white car in the right lane on a multi-lane highway.","A red truck crosses the median barrier from oncoming traffic and collides with the white car."
159,101,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car drives on a wet road past trees and a blue sign.","A black cow crosses the road from left to right and blocks the ego-car lane."
160,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a red SUV at a city intersection with wet roads and multiple cars.","No incident occurs; traffic flows normally through the intersection with no collision or hazard."
161,191,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"The ego-car drives on a two-lane road with a blue truck ahead and no pedestrians.","A child on a yellow bicycle crosses from the right and collides with the ego-car."
162,61,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car approaches a crosswalk at an intersection with parked cars on the left.","A vehicle on the right moves left across the ego-car's path ahead of the intersection."
163,171,-1,"0. No Crash",0,"unknown",0,0,0,1,"The ego-car drives on a dark residential street with parked cars and streetlights.","No incident observed in the video sequence; normal driving continues."
164,324,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"The ego-car follows a white van in the right lane on a multi-lane highway.","The white van suddenly veers left and mounts the curb near trees."
165,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car stops at a red light at an urban intersection with oncoming traffic.","No visible incident or hazard in the sequence; all elements remain static."
166,71,0,"0. No Crash",0,"bicycle on road",1,0,0,2,"The ego-car travels on a highway with a white truck ahead in the same lane.","Debris from a biker's crash litters the lane ahead, causing a hazard for the ego-car."
167,41,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white sedan on a multi-lane urban road toward an intersection.","A white SUV turns left across the path of an oncoming car near the intersection."
168,311,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,3,"The ego-car follows a large truck in the right lane on a multi-lane highway.","A dark van merges from the right and cuts in front of the truck causing a collision."
169,133,0,"0. No Crash",0,"flying object hit the car",0,0,5,3,"The ego-car stops near a silver car and a black truck on the roadside with 5 pedestrians standing nearby.","Yellow debris erupts from the ground near pedestrians ahead, causing disturbance but no collision."
170,63,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,1,"The ego-car approaches a roundabout with a white van in the adjacent lane.","A pedestrian crosses the ego-car's path from the right and forces sudden braking."
171,81,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,1,"The ego-car drives on a city street with parked cars and a tall building ahead.","A pedestrian crosses from the right sidewalk into the road ahead of the ego-car."
172,271,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a wet highway approaching a construction zone with orange barriers.","The ego-car passes yellow speed bumps in the lane and continues through the construction zone."
173,61,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,0,"The ego-car approaches a motorcyclist in the right lane on a wet road.","The motorcyclist loses balance and falls forward onto the wet road surface."
174,79,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a black car in the right lane on a highway under clear sky.","A large white debris rolls into the ego-car lane from the left and blocks the path."
175,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives under green traffic lights on a city street with multiple lanes.","No visible incident or anomaly in the sequence of frames; all traffic flows normally."
176,218,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"The ego-car approaches a white car stopped on the left roadside near a guardrail.","A scooter ahead on the road near the stopped white car causes the incident with multiple vehicles."
177,451,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"The ego-car follows a black car in the right lane on a wet highway.","The black car veers right and collides with the roadside embankment."
178,71,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car flipped over",0,0,0,2,"The ego-car follows a black car in the left lane on a multi-lane highway with trucks ahead.","The black car ahead swerves left and collides with the median, launching into the air and flipping."
179,211,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a silver car in the right lane next to a green and white bus.","The silver car suddenly swerves left and collides with the bus, causing a crash."
180,128,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car follows a white SUV at an intersection with yellow traffic lights ahead.","A pedestrian crosses from the left sidewalk near the white SUV causing sudden braking."
181,81,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a bus and a white car on a two-lane road with oncoming traffic.","A blue car suddenly turns left across the ego-car's path from the right side."
182,31,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white sedan in the right lane at an intersection with multiple cars.","A blue truck from the left crosses the ego-car's path and forces a lane change."
183,91,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"The ego-car follows a white pickup truck on a multi-lane highway under an overhead sign.","A large cardboard box falls from the pickup truck and slides across the highway lanes."
184,201,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives on a wet two-lane road with oncoming traffic visible ahead.","A black car crosses the center line and collides head-on with an oncoming truck."
185,90,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"flying object hit the car",0,0,0,2,"The ego-car follows a white Toyota truck in the left lane on a multi-lane highway.","An unsecured wooden plank detaches from the truck and hits a red car on the right."
186,211,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a red car in the right lane on a wet road under an overpass.","Debris on the road ahead forces the leading car to brake suddenly on the wet road."
187,63,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a red truck on a multi-lane highway under an overpass.","A red car in the right lane loses control and ejects debris onto the highway."
188,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a line of cars on a multi-lane highway with a speed limit sign visible.","No visible incident or anomaly occurs across the frames; traffic flows normally."
189,201,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a beige van in the right lane on a city road with oncoming traffic.","A dark car crosses the median barrier from oncoming traffic and collides with the beige van ahead."
190,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives straight on a city street with wet road and oncoming traffic.","No visible incident or anomaly; road is clear with normal traffic flow."
191,211,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a blue car in the right lane on a wet city road with traffic lights ahead.","A vehicle from the left lane merges sharply ahead, causing hard braking without contact."
192,37,0,"0. No Crash",0,"animal on the road",0,1,0,1,"The ego-car drives on a two-lane road with oncoming traffic and green trees.","A black bear crosses the road from left to right in front of the ego-car."
193,281,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a silver car behind a yellow bus at an intersection.","A white van turns left across lanes, forcing the bus to brake suddenly."
194,381,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white truck on a highway with multiple lanes and oncoming traffic.","A car ahead emits thick smoke that spreads across the road and blocks visibility."
195,311,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a brown sedan in the right lane on a multi-lane highway.","A black car from the left lane cuts in sharply ahead of the brown sedan."
196,251,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car approaches two pedestrians with a bicycle near the guardrail on the right.","A pedestrian with a bicycle steps into the ego-car lane and falls after contact."
197,501,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white car on a wet road with a red car in the left lane.","The red car crosses left to right and blocks the ego-car's path at the intersection."
198,211,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a red truck in the right lane on a city street with parked cars.","No incident occurred; the red truck maintains its lane and no hazard is visible."
199,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a wet highway with multiple lanes and oncoming traffic.","No incident occurs; traffic flows steadily with no visible hazards or anomalies."
200,111,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",2,0,0,2,"The ego-car observes a van and a motorcycle near a wall with Chinese text on a wet road.","A silver van turns left abruptly from the right lane and blocks the ego-car's path."
201,281,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white sedan in the right lane approaching an intersection with traffic lights.","The white sedan in front suddenly stops and blocks the ego-car's lane without warning."
202,61,0,"0. No Crash",1,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches an intersection with a red traffic light and a waiting pedestrian.","The ego-car runs a red light while a pedestrian crosses from the right side."
203,101,0,"0. No Crash",0,"scooter on the road",0,0,0,1,"The ego-car drives along a winding mountain road past stone houses and guardrails.","A yellow three-wheeled truck pulls out from the left side and blocks the ego-car lane."
204,181,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white car near an orange traffic cone in the lane ahead.","The white car ahead slows as it approaches the traffic cone in the lane."
205,81,0,"0. No Crash",0,"debris on the road",0,0,0,1,"The ego-car follows a black car in the right lane on a clear highway with multiple lanes.","A white truck ahead in the left lane loses cargo, scattering debris across the ego-car's lane."
206,61,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,0,"The ego-car approaches a street where a child walks near parked cars and a van.","A man exits the van, crosses the road, and lifts the child to block the ego-car."
207,76,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"The ego-car follows a white Volvo in the right lane on a wet city street.","A motorcycle from the left lane turns sharply right and collides with the white car's rear."
208,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,1,"A pedestrian walks ahead of the ego-car near a wet road intersection with barriers.","The pedestrian collides with a barrier and falls onto the wet road surface."
209,81,1,"1. Ego-car collided but did not stop",1,"ego-car hits barrier",0,0,0,0,"The ego-car approaches a crosswalk with large rocks on the left roadside.","The ego-car veers left and collides with a large rock on the roadside."
210,31,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"The ego-car drives on a two-lane road with yellow dividing lines and dense trees.","A tree falls across the road ahead and hits the ego-car's windshield."
211,81,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches an intersection with green traffic lights and oncoming traffic.","A car from the left lane turns left across the ego-car's path and causes a collision."
212,448,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car approaches an intersection with a cyclist ahead in the same lane.","The cyclist crosses into the ego-car's path and collides with the front windshield."
213,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car stops at a red light as pedestrians cross the intersection.","No incident observed; pedestrians safely cross the street at a red light."
214,58,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car approaches an intersection with a cyclist entering the crosswalk from the right.","A cyclist crosses the ego-car's path in the crosswalk and collides with the vehicle."
215,191,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"The ego-car follows a silver sedan in the right lane on a city street.","Two police cars with flashing lights approach from behind and overtake the ego-car."
216,211,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"The ego-car follows a silver car in the middle lane with multiple trucks visible.","A person on a scooter crosses the highway lane ahead and blocks traffic flow."
217,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a curved highway under an overpass with visible lane markings.","No visible anomaly or incident observed in the sequence; road remains clear."
218,311,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"The ego-car follows a silver car in the center lane at an intersection with multiple vehicles.","A motorcyclist falls near a parked car on the left side of the road."
219,21,0,"0. No Crash",0,"pedestrian is crossing the street",2,0,2,2,"The ego-car stops at an intersection as two pedestrians cross the crosswalk ahead.","A silver van turns left through the crosswalk and blocks the pedestrian path."
220,51,0,"0. No Crash",0,"debris on the road",0,0,0,1,"The ego-car follows a white car in the right lane with a brown SUV on the left.","Debris falls from a vehicle ahead and scatters across the road causing evasive maneuvers."
221,101,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"The ego-car follows a white car on a narrow road with oncoming trucks.","A truck from the left side moves right and blocks the ego-car lane."
222,50,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white pickup truck in the right lane on a city street with multiple lanes.","A red car enters from the right side and blocks the ego-car's lane ahead of the white truck."
223,21,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"The ego-car drives in the right lane with a blue car stopped on the left shoulder.","A red and white truck crosses the median and stops on the left shoulder ahead."
224,171,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"The ego-car drives straight in the middle lane with a green bus on the right.","A motorcyclist crosses into the path of a red car on the left, causing a collision ahead."
225,394,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"The ego-car follows a white pickup in the center lane under an overpass with multiple cars.","A silver SUV on the right changes lane abruptly ahead causing a near-miss with another vehicle."
226,91,0,"0. No Crash",0,"bicycle on road",1,0,1,2,"The ego-car stops behind a silver sedan at an intersection with green traffic lights.","A person opens the rear door of a white van and places a bicycle in the lane ahead."
227,256,0,"0. No Crash",0,"many cars/pedestrians/cyclists collided",1,0,0,1,"The ego-car stops behind a purple bus at a green traffic light in an intersection.","Debris is visible on the road near the bus ahead, causing a hazard for vehicles."
228,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a dark car in the right lane under a concrete overpass.","No visible incident or anomaly occurs throughout the sequence; road remains clear."
229,51,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches an intersection with a blue three-wheeled truck turning left.","The blue truck turns sharply across lanes, loses load stability, and spills debris into the ego-car's path."
230,211,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car drives on a city street with multiple vehicles ahead and beside.","A white car on the right moves left into the ego-car's lane ahead."
231,217,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car stops at a red traffic light with multiple cars ahead in the intersection.","A white truck from the left turns right and blocks the ego-car's lane without yielding."
232,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows two white cars in the right lane on a clear highway.","No visible incident or anomaly in the sequence; all vehicles proceed normally."
233,71,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white car and a yellow truck at a city intersection with green traffic lights.","A silver van enters the intersection from the right and crosses the ego-car's path."
234,51,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a blue truck in the left lane at an intersection with green traffic lights.","The blue truck ahead suddenly releases a large cloud of smoke that obscures the road."
235,141,0,"0. No Crash",0,"car hits barrier",0,0,0,1,"The ego-car follows a white car on a wet road with trees lining both sides.","A fallen tree blocks the road ahead and forces the leading car to stop."
236,131,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives on a narrow road as a black van approaches from the left.","A black van from the left turns across the path causing a collision ahead."
237,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white car and a truck on a two-lane highway with green fields beside.","No visible incident or anomaly in the provided frames; traffic flows normally."
238,180,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,1,"The ego-car stops at a red light with a blue truck and bicycles in the intersection.","A blue truck turns right and collides with a bicycle, knocking the rider down."
239,21,0,"0. No Crash",0,"animal on the road",0,7,0,2,"The ego-car follows a white car on a multi-lane highway with clear road markings.","Several goats cross from the right side onto the highway and block the ego-car lane."
240,236,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"The ego-car follows a silver car near an intersection with green traffic lights.","A dark car merges from the right lane and moves ahead of the ego-car."
241,141,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car approaches an intersection with a white truck on the left and two cars ahead.","A blue car cuts across the intersection from left to right, forcing the ego-car to stop."
242,221,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a black SUV in the right lane on a multi-lane highway with vans ahead.","A white car merges from the left into the ego-car's lane without sufficient space."
243,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car stops behind a black car at a red traffic light in an intersection.","No visible incident or anomaly occurs across all frames; traffic remains stopped."
244,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a black SUV in the left lane near an overpass.","No visible incident or hazard in the sequence; all vehicles proceed normally."
245,211,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"The ego-car approaches a crosswalk where a pedestrian in orange begins to cross.","A pedestrian steps into the crosswalk directly in front of the ego-car and collides."
246,18,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"The ego-car follows a white pickup truck in the left lane beside a large trailer.","Long wooden planks detach from the pickup truck and fly into the air."
247,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car approaches red shipping containers parked in a lot with visible lane markings.","No visible incident or hazard in the sequence of frames; containers remain stationary."
248,131,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,3,1,"The ego-car approaches a crosswalk where pedestrians cross and a motorcycle rides ahead.","A motorcycle collides with pedestrians in the crosswalk, knocking them down."
249,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a red car on a wet city road with visible crosswalks.","No visible incident or hazard in the sequence of frames; normal driving."
250,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a two-lane road with oncoming traffic visible ahead.","No visible incident or anomaly occurred during the entire sequence."
251,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a city street with buildings and vehicles visible.","No incident observed; traffic flows normally with no anomalies visible."
252,1,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches an intersection with green traffic lights and oncoming traffic.","A car from the left lane cuts in ahead and forces hard braking without contact."
253,91,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches a gated entrance with a pedestrian on the left sidewalk.","A pedestrian suddenly crosses the ego-car's path from left to right ahead."
254,251,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,3,"The ego-car follows two vans in the right lane near an intersection with a blue sign.","A white truck merges from the right and cuts in front of the ego-car."
255,131,0,"0. No Crash",0,"scooter on the road",1,0,0,1,"The ego-car follows a gray SUV at an intersection with a bus on the right.","A person on a scooter crosses left to right in front of the ego-car lane."
256,41,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"The ego-car follows a gray car in the right lane on a multi-lane highway with clear skies.","A tire detaches from the gray car ahead and rolls across the highway lanes."
257,492,0,"0. No Crash",0,"animal on the road",0,0,0,0,"The ego-car drives past a white SUV near a yellow curb in the parking lot.","A small animal is seen ahead on the road near the curb before the turn."
258,181,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car is parked in a dim garage near a red car and a brown SUV.","The brown SUV's driver opens the door outward and blocks the ego-car's path."
259,151,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches an intersection with oncoming traffic and a white van parked on the right.","A pedestrian crosses the street from the left and blocks the ego-car's path at the crosswalk."
260,221,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car drives on a wet road with oncoming traffic in the left lane.","A bus overtakes the ego-car from the left and merges into the same lane."
261,121,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"The ego-car follows a black van at a busy intersection with multiple cars stopped.","The black van moves right ahead, merging lanes without collision near the traffic light."
262,241,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"The ego-car follows a white SUV in the right lane on a multi-lane highway.","A yellow barrier shifts left into the lane and forces the ego-car to avoid collision."
263,181,0,"0. No Crash",0,"vehicle overtakes",1,0,0,2,"The ego-car follows a white car at an intersection while a taxi approaches from the left lane.","A taxi merges left across the ego-car's path without contact while a scooter is ahead."
264,61,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car drives on a city street with oncoming traffic and parked cars.","A pedestrian crosses the road ahead from the left and blocks the ego-car lane."
265,11,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a black car in the right lane on a city street with parked vehicles.","A white car swerves left from the right lane and blocks the ego-car's path ahead."
266,81,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white SUV in the right lane on a multi-lane highway.","The white SUV moves left across lanes without signaling and blocks the ego-car's path."
267,61,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a red SUV in the center lane at a city intersection with red traffic lights.","A white van merges from the right into the ego-car's lane without sufficient space."
268,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white sedan on a city street lined with parked cars.","No incident or anomaly observed in the video sequence."
269,371,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"The ego-car stops behind a white car at a green traffic light on a wet road.","The white car ahead accelerates through the intersection while the yellow car turns left across lanes."
270,191,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a red truck in the right lane on a highway with green trees.","The red truck's rear tire bursts and creates a dust cloud on the highway lane ahead."
271,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car approaches a multi-lane intersection with oncoming traffic and a gas station on the right.","No incident occurs; traffic flows normally through the intersection with no visible hazards."
272,11,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"The ego-car follows two red cars on a wet highway with three visible lanes.","A silver car in the left lane drifts right and approaches the ego-car's side."
273,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a city street with wet road and oncoming traffic visible.","No incident occurred; the road remains clear with no hazards or collisions observed."
274,321,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a red car in the right lane under streetlights on a dark road.","The red car ahead brakes hard with glowing red taillights causing sudden deceleration."
275,21,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car drives slowly in a parking lot with several parked cars.","A goose walks into the ego-car's path and forces a stop."
276,91,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a red SUV on a highway with two lanes and an overpass ahead.","Debris falls from a vehicle ahead and tumbles across the ego-car lane."
277,121,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,1,"The ego-car follows a black Ford at a city intersection with red traffic lights as a pedestrian prepares to exit a vehicle.","A pedestrian exits a stopped car on the left and crosses the lane ahead, causing traffic to halt."
278,31,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white car in the right lane on a multi-lane highway at night with oncoming traffic.","Debris appears on the right shoulder and spreads into the ego-car's lane, forcing evasive maneuvering."
279,31,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"The ego-car follows a white van on a multi-lane highway with wet road.","A red truck in the left lane moves right and blocks the ego-car's path."
280,171,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a car on a wet highway beside a green-covered truck.","The truck moves left near the ego-car's lane causing a near-miss hazard."
281,381,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a blue truck in the right lane on a wet highway with multiple cars ahead.","A white van from the left lane merges sharply right and blocks the ego-car's path."
282,81,0,"0. No Crash",0,"vehicle overtakes",0,0,1,1,"The ego-car drives on a highway with oncoming traffic and a pedestrian on the right.","A white Chevrolet truck merges from the left and cuts in front of the ego-car."
283,301,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"The ego-car follows a black SUV in the right lane on a city street.","A black SUV from the left lane merges ahead and forces braking without contact."
284,141,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car flipped over",0,0,0,1,"The ego-car approaches a white truck on a rural road with trees lining both sides.","The white truck swerves left and overturns on the dirt shoulder, creating dust and debris."
285,131,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives through a residential neighborhood with no visible hazards.","No incident occurred; the video shows normal driving without any hazards or collisions."
286,41,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car approaches an intersection while a black car drives in the oncoming lane.","The black car crosses the center line ahead and turns left, creating a near-miss situation for the ego-car."
