"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
154,51,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a pedestrian crossing with a 20 mph zone marking ahead.","A pedestrian crosses the road in front of oncoming traffic without yielding."
155,321,0,"0. No Crash",0,"animal on the road",0,5,0,0,"Ego-car drives on a clear road with a small structure ahead.","A duck and ducklings cross the road ahead of the ego-car."
156,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a silver sedan on a multi-lane road at dusk with clear traffic flow.","No incident observed; traffic proceeds normally without anomalies."
157,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with pedestrian crossing and oncoming truck.","No incident observed; traffic and pedestrian movement remains orderly."
158,281,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with a white car ahead and green barriers left.","A red truck crosses into the lane, causing a collision with a vehicle."
159,101,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural road with a blue sign visible ahead.","A cow crosses the road from left to right in front of the ego-car."
160,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car is stopped at an intersection with multiple vehicles ahead.","No incident observed in the provided frames."
161,191,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car drives on a rural road with a truck ahead and no cyclists visible.","A cyclist crosses the road from right to left in front of the ego-car."
162,61,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with crosswalk and multiple parked vehicles ahead.","Ego-car drives over crosswalk and onto sidewalk, leaving road surface."
163,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a dark residential road with parked cars and streetlights.","No incident observed in the provided sequence."
164,324,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car hits barrier",0,0,0,1,"Ego-car follows a van driving straight on a multi-lane road.","The van suddenly veers left and mounts the curb."
165,311,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car waits at red light; oncoming traffic approaches intersection with headlights on.","Oncoming vehicle's headlights intensify, causing glare and potential visibility hazard for ego-car."
166,71,0,"0. No Crash",0,"bicycle on road",1,0,0,2,"Ego-car drives on a highway with a truck ahead and clear lanes.","Debris including tires and barrels rolls across the highway lanes."
167,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and clear weather.","No anomaly or incident visible in the provided frames."
168,351,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,3,"Ego-car follows a large truck on a multi-lane highway with clear lanes ahead.","A large truck cuts into the ego-car's lane from the right, causing a near-miss."
169,133,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"Ego-car approaches a group of pedestrians standing near a truck and bus on the road.","A sudden burst of yellow debris erupts near the center of the road ahead."
170,63,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a roundabout with vehicles circulating and pedestrians on the side.","A pedestrian crosses the road in front of the ego-car without yielding."
171,101,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,1,"Ego-car drives on a city road with oncoming traffic and parked vehicles.","A pedestrian crosses the road ahead, causing traffic disruption."
172,271,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches a construction zone with barriers and warning signs on the right.","Ego-car drives over a yellow speed bump in the construction zone."
173,61,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,0,"Ego-car drives on a city road with motorcycles ahead.","A motorcycle loses control and falls on the road."
174,79,0,"0. No Crash",0,"unknown",0,0,0,1,"Ego-car drives on a highway with a car ahead in the same lane.","Debris rolls into the lane from the left side of the road."
175,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with green traffic lights and moderate traffic.","No incident observed in the provided frames."
176,248,0,"0. No Crash",0,"scooter on the road",1,0,0,2,"Ego-car approaches a parked white car on a winding mountain road.","A motorcycle ahead caused lane change without collision."
177,461,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"Ego-car follows a black car in the right lane on a highway.","The black car veers right and crashes into the roadside embankment."
178,71,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car flipped over",0,0,0,2,"Ego-car drives on a highway with multiple vehicles ahead in lanes.","A car ahead loses control, flips, and collides with a truck."
179,211,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a sedan ahead on a two-lane road with a bus on the right.","The sedan ahead collides with debris on the road, causing loss of control."
180,128,0,"0. No Crash",0,"bicycle on road",0,0,0,2,"Ego-car approaches intersection with traffic lights showing yellow.","A pedestrian crosses the road in front of the bus."
181,81,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a bus and a car on a two-lane road with crosswalks.","A blue car cuts in from the right lane into the ego-car's path."
182,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with multiple vehicles in adjacent lanes.","No incident observed; traffic flows normally through the intersection."
183,81,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with multiple lanes and overhead signs.","A truck's load shifts and falls onto the highway, causing debris."
184,211,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a curved road with oncoming vehicles ahead.","A car crosses the center line and collides with an oncoming truck."
185,110,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"flying object hit the car",0,0,0,2,"Ego-car follows a truck on a multi-lane highway with steady traffic.","An unsecured wooden plank detaches from the truck and hits a nearby car."
186,211,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a car ahead on a wet road under an overpass with traffic lights ahead.","A vehicle ahead brakes suddenly on a wet road causing potential rear-end hazard."
187,63,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with multiple vehicles ahead under an overpass.","A tire detaches from a vehicle and rolls into the lane causing debris."
188,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with heavy right-lane traffic and passing vehicles.","No incident observed; traffic flows with vehicles changing lanes and passing."
189,201,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a van on a multi-lane road with oncoming traffic.","A car crosses the median barrier and collides with a van ahead."
190,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and construction zones.","No incident observed in the provided frames."
191,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with heavy traffic and wet pavement.","No incident observed; traffic flows steadily with no anomalies."
192,37,0,"0. No Crash",0,"animal on the road",0,1,0,1,"Ego-car drives on a rural road with oncoming traffic and open lanes.","A black bear crosses the road ahead but no collision occurs."
193,351,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches intersection with bus and multiple vehicles ahead.","Bus cuts left across lanes, forcing ego-car to adjust path."
194,381,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a truck on a multi-lane highway with moderate traffic.","A vehicle emits dense smoke, creating a hazardous fog on the road."
195,291,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a city road with multiple vehicles ahead in lanes.","A black vehicle collides with another car in the left lane during traffic."
196,251,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches two pedestrians with a bicycle on the right roadside.","A pedestrian with a bicycle steps into the lane and falls in front of the ego-car."
197,501,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a wet city road with a red car ahead.","A red car turns right across lanes without signaling and blocks the road."
198,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road beside a large truck.","No anomaly or incident observed in the provided frames."
199,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car travels on a multi-lane highway with moderate traffic ahead.","No incident observed in the sequence; traffic flows normally."
200,111,0,"0. No Crash",0,"vehicle overtakes",1,0,0,2,"Ego-car approaches an intersection with a van and a pedestrian on a motorcycle waiting.","A van cuts in front of the ego-car, causing a near-miss collision."
201,291,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white sedan in the same lane at an intersection.","White sedan cuts left across lanes, forcing ego-car to swerve."
202,31,0,"0. No Crash",1,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches an intersection with a red traffic light and a pedestrian waiting to cross.","Ego-car drives through a red light while a pedestrian waits to cross."
203,91,0,"0. No Crash",0,"scooter on the road",0,0,0,1,"Ego-car approaches a yellow three-wheeled vehicle parked on the left side of the road.","The yellow three-wheeled vehicle moves into the ego-car's lane causing a near-miss."
204,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white car on a multi-lane road with traffic cones.","No incident observed; traffic flows normally with no visible hazards."
205,81,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with multiple vehicles ahead in clear weather.","A truck ahead loses cargo, causing debris to spill onto the highway lanes."
206,61,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,0,"A pedestrian stands by a van while a child walks on the road ahead.","A pedestrian rushes into the road to retrieve a child walking in traffic."
207,76,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car follows a white Volvo on a city road with oncoming traffic.","A motorcycle cuts in from the left lane and collides with a blue car."
208,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,1,"A pedestrian walks ahead while a man rides a motorcycle near a barrier.","A pedestrian walks into the path of a moving motorcycle causing a collision."
209,81,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches a crosswalk on a clear road with buildings ahead.","Large rocks on the left side near the road edge caused no collision."
210,31,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car drives on a two-lane rural road with trees on both sides.","A fallen tree blocks the road and collides with the ego-car."
211,101,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches intersection with green traffic lights and oncoming vehicles turning left.","A vehicle cuts in from the left lane, forcing an evasive maneuver by the ego-car."
212,448,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches intersection with cyclist riding across the road.","Cyclist crosses into ego-car's path at intersection causing collision."
213,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a railway crossing as pedestrians cross the intersection.","No incident observed; pedestrians cross safely during red traffic light."
214,68,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches intersection as a cyclist enters crosswalk from the right.","A cyclist crosses into the ego-car's path at the intersection causing a collision."
215,191,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a silver sedan on a city road with moderate traffic.","A police vehicle with flashing lights turns left across oncoming traffic."
216,211,-1,"0. No Crash",0,"scooter on the road",0,0,0,0,"Ego-car drives on a multi-lane highway with moderate traffic and a pedestrian ahead.","No incident observed; traffic flows normally with a person on a scooter in the lane."
217,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a curved road under an overpass at night.","No incident observed in the provided frames."
218,311,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"Ego-car follows a silver sedan at an intersection with moderate traffic.","A pedestrian on a motorcycle falls near a parked car on the left."
219,21,0,"0. No Crash",0,"pedestrian is crossing the street",2,0,2,3,"Pedestrians cross at a crosswalk while a van approaches from the left.","A van cuts in front of a motorcycle at the intersection causing conflict."
220,51,0,"0. No Crash",0,"animal on the road",0,1,0,2,"Ego-car drives on a multi-lane highway with moderate traffic ahead.","A brown SUV cuts into the left lane, causing debris to fall onto the road."
221,101,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white car ahead on a narrow rural road with oncoming trucks.","A truck on the left side moves right and collides with an oncoming truck."
222,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and clear weather.","No incident observed in the provided frames."
223,51,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car travels on a highway with trucks ahead and a car on the left shoulder.","A truck stops on the left shoulder and a car passes it, causing debris on the road."
224,171,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,2,"Ego-car approaches intersection with red car and bus on the road.","A cyclist crosses the road and collides with the ego-car."
225,384,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows multiple vehicles in a tunnel with steady traffic flow.","A silver SUV cuts left from the right lane, causing a near-miss."
226,91,0,"0. No Crash",0,"bicycle on road",1,0,0,2,"Ego-car stops at an intersection with multiple vehicles and pedestrians nearby.","A van opens its rear door at the intersection, causing obstruction."
227,256,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"Ego-car stops at an intersection with green traffic lights and a bus ahead.","Unknown hazard: a person lies on the road near the bus rear."
228,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a car on a curved highway ramp under an overpass.","No incident observed; traffic flows normally with no anomalies."
229,51,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with a blue truck turning left ahead.","The blue truck turns left abruptly, colliding with another vehicle."
230,211,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with light traffic and clear weather.","A white car merges left without signaling and cuts in front of ego-car."
231,267,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches an intersection with red traffic lights and multiple vehicles stopped ahead.","A truck cuts in from the left lane into the ego-car's path at the intersection."
232,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with moderate traffic ahead.","No anomaly or incident observed in the provided frames."
233,71,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car stops at an intersection with multiple vehicles ahead.","A silver pickup truck cuts in from the right at the intersection."
234,51,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a blue truck at an intersection with green traffic lights.","The blue truck ahead suddenly releases a large cloud of smoke or debris."
235,141,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a silver sedan on a wet two-lane road with trees.","A fallen tree blocks the road ahead, forcing the lead car to stop."
236,91,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a narrow village road with oncoming traffic approaching.","A black van cuts in from the left and forces ego-car to swerve."
237,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car travels on a highway with multiple vehicles ahead in clear weather.","No incident or anomaly observed in the provided frames."
238,180,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",2,0,0,2,"A blue three-wheel vehicle and a bicycle cross the intersection ahead.","The blue three-wheel vehicle collides with the bicycle on the crosswalk."
239,41,0,"0. No Crash",0,"animal on the road",0,6,0,1,"Ego-car drives on a highway with two vehicles ahead in the same lane.","Multiple goats enter the highway from the right and cross the lanes."
240,236,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car drives on a city road with multiple vehicles at an intersection.","A dark sedan cuts in from the right lane causing a near-miss."
241,131,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with white truck and two cars on the left.","No incident observed in the provided frames."
242,221,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a highway with multiple vehicles ahead in clear weather.","A white sedan cuts in from the left lane, causing a near-miss with the ego-car."
243,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at red traffic light with multiple vehicles ahead and to the left.","No incident observed; traffic remains stopped at red light across all frames."
244,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with moderate traffic and a bridge ahead.","No incident observed in the provided frames; traffic flows normally."
245,221,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car approaches intersection as pedestrian crosses ahead in crosswalk.","Pedestrian crosses into ego-car's path causing collision in crosswalk."
246,18,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car drives on a highway with a truck and van ahead in clear weather.","Debris flies off the van's roof, causing airborne hazards on the highway."
247,401,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches red shipping containers parked on the left side of the road.","A container on the left shifts slightly into the ego-car's lane, forcing a near-miss."
248,131,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,3,2,"Ego-car approaches crosswalk where pedestrians cross and a motorcycle rides ahead.","Motorcycle collides with pedestrians on crosswalk causing multiple falls."
249,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with steady traffic and green lights.","No incident observed; traffic flows normally through the sequence."
250,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a rural road with oncoming white pickup truck.","White pickup truck crosses center line and enters ego-car's lane."
251,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and clear weather.","No incident observed; traffic flows normally across all frames."
252,31,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches intersection with green traffic lights and oncoming car.","Oncoming car cuts left across ego-car's path causing collision."
253,61,0,"0. No Crash",0,"pedestrian is crossing the street",1,0,1,0,"Ego-car approaches a gated entrance with a pedestrian on the left.","A pedestrian suddenly crosses the ego-car's path near the gate."
254,271,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a road with two vans ahead in the same lane.","A truck cuts in from the right, forcing a van to swerve left."
255,131,0,"0. No Crash",0,"scooter on the road",1,0,0,1,"Ego-car waits at intersection with bus and multiple vehicles nearby.","Pedestrian on scooter crosses traffic lane in front of ego-car."
256,41,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car follows a car and a truck on a highway with clear lanes.","A tire detaches from the truck and rolls into the left lane."
257,502,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car navigates a curved parking lot road with scattered vehicles.","Ego-car veers off paved road onto grassy area while turning."
258,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car remains stationary in an indoor parking garage with parked vehicles ahead.","No incident observed; scene remains stable with no visible hazards or anomalies."
259,131,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with vehicles and pedestrians visible.","No visible hazard or incident; traffic flows normally through the intersection."
260,221,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a wet road with oncoming traffic and raindrops on the windshield.","A bus cuts in from the left lane, forcing the ego-car to swerve right."
261,131,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car is stopped at an intersection with multiple vehicles ahead.","A black SUV cuts left across lanes and merges into ego-car's path."
262,231,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white SUV on a multi-lane road with clear skies.","A yellow barrier shifts left into the lane, forcing the ego-car to avoid."
263,191,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car approaches intersection with white car ahead and taxi oncoming left.","Taxi cuts in from left lane into ego-car's path at intersection."
264,71,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car drives on a city road with light traffic and a pedestrian ahead.","A pedestrian crosses the road from left to right in front of the ego-car."
265,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and parked cars.","No anomaly or incident observed in the provided frames."
266,71,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows white SUV in multi-lane highway with moderate traffic.","White SUV drifts right across lane marker and sideswipes red car."
267,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with moderate traffic at night.","No incident observed in the provided frames."
268,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white sedan on a city road with parked vehicles.","No incident observed; normal traffic flow continues without anomalies."
269,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a green-light intersection with vehicles ahead.","No incident observed; traffic proceeds normally through the intersection."
270,191,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a red truck on a multi-lane highway with light traffic.","The red truck's right rear tire blows out, causing it to swerve right."
271,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with moderate traffic and a gas station on the right.","No incident or anomaly observed in the provided frames."
272,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows multiple vehicles on a multi-lane highway with overcast weather.","No incident observed; traffic flows normally across all visible frames."
273,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with light traffic and clear weather.","No anomaly or incident visible in the provided frames."
274,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a car ahead on a multi-lane road at night with green traffic lights.","No incident observed; traffic proceeds normally through green lights."
275,21,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car approaches a goose walking ahead in the parking lot lane.","Goose walks into ego-car's path causing near-miss as car slows."
276,91,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car drives on a highway with multiple lanes and light traffic ahead.","Debris falls from a vehicle and tumbles across the highway lanes."
277,191,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Pedestrian exits vehicle at intersection with traffic light red.","Pedestrian runs across traffic lane in front of ego-car."
278,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with moderate traffic at night.","No incident observed in the provided frames."
279,51,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a highway with multiple vehicles ahead in clear weather.","A red truck cuts in from the left lane, forcing a lane change."
280,171,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a rainy highway beside a large truck.","The truck drifts left across lanes, forcing the ego-car to swerve right."
281,441,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a wet highway under an overpass with multiple vehicles ahead.","A van cuts left across lanes and collides with oncoming traffic."
282,81,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a multi-lane road with moderate traffic ahead.","A white Chevrolet truck cuts in from the left lane into ego-car's path."
283,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with multiple vehicles ahead in traffic.","No incident observed; traffic flows normally without anomalies."
284,141,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car flipped over",0,0,0,1,"Ego-car drives on a rural road with oncoming truck ahead.","Oncoming truck loses control, veers left, and rolls over."
285,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a residential street with parked cars and a pedestrian ahead.","No incident observed in the provided frames."
286,51,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a city road with oncoming traffic visible ahead.","A vehicle turns left across oncoming traffic and collides with another vehicle."
287,161,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car follows a bicycle on a city road at an intersection.","Bicycle rider loses balance and falls in front of ego-car."
288,141,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"Ego-car approaches intersection with blue truck parked left of crosswalk.","Blue truck collides with pole, creating debris and smoke at intersection."
289,121,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car drives on a city road with pedestrians and parked vehicles.","A child runs into the road and falls ahead of the ego-car."
290,111,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches highway exit signs with moderate traffic ahead.","No incident observed in the video frames."
291,81,0,"0. No Crash",0,"unknown",0,0,0,2,"Ego-car stops at an intersection with multiple vehicles ahead.","Truck trailer loses cargo, scattering debris across the road lanes."
292,41,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car waits at red light with oncoming traffic visible.","A vehicle runs red light and crosses intersection in front of ego-car."
293,321,0,"0. No Crash",0,"vehicle overtakes",0,0,1,2,"Ego-car drives on a two-lane road with a pedestrian on the left and a van ahead.","A bus overtakes from the right lane while a pedestrian stands on the road edge."
294,241,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car is stationary on a city road with a dog in the lane.","A dog crosses the road while an oncoming car approaches."
295,81,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches intersection with green traffic light and multiple vehicles ahead.","A vehicle ahead emits sudden smoke and veers left across lanes."
296,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with multiple vehicles ahead.","No incident observed in the provided frames."
297,111,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"A child rides a bicycle across the ego-car's lane ahead.","The child loses balance and falls into the ego-car's path."
298,346,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a black sedan in heavy urban traffic with multiple vehicles ahead.","Sudden darkness in the final frame caused loss of visibility without collision."
299,101,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"Ego-car follows white sedan in heavy urban traffic on rainy road.","White sedan suddenly brakes hard causing potential rear-end collision."
300,101,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car approaches a white van on a narrow road with buildings.","The white van cuts in from the left and collides with the ego-car."
301,43,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a residential street with parked cars left and right.","A dark car cuts in from the left and collides with a parked vehicle."
302,201,0,"0. No Crash",0,"animal on the road",0,1,2,1,"Ego-car drives on a highway with multiple lanes and moderate traffic.","A pedestrian exits a pickup truck into traffic, causing a hazard."
303,43,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a forest road with oncoming traffic ahead.","A deer runs across the road from right to left in front of the ego-car."
304,211,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Pedestrian crosses the street ahead of the ego-car in a crosswalk.","Pedestrian steps directly into the ego-car's path at the intersection."
305,121,0,"0. No Crash",0,"flying object hit the car",2,0,0,2,"Ego-car approaches an intersection with blue truck and motorcyclists ahead.","Blue truck loses a large water container onto the road."
306,431,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Pedestrian crosses intersection in front of ego-car with green traffic light.","A pedestrian cuts in front of the ego-car while crossing the intersection."
307,338,0,"0. No Crash",0,"scooter on the road",1,0,0,2,"Ego-car approaches intersection with a yellow taxi and a scooter ahead.","A cyclist on a scooter crosses the ego-car's path at the crosswalk."
