video,Incident window start frame,Incident Detection,Crash Severity,Ego-car involved,Label,Number of Bicyclists/Scooters,Number of animals involved,Number of pedestrians involved,Number of vehicles involved (excluding ego-car),Caption Before Incident,Reason of Incident
157,41,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches a pedestrian crossing with a truck ahead on the road.,A pedestrian crosses the road in front of the ego-car while the truck moves forward.
158,279,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on highway with white car ahead and red truck approaching left.,"Red truck loses control and crashes into highway barrier, creating debris."
159,95,1,1. Ego-car collided but did not stop,1,ego-car hit an animal,0,1,0,0,Ego-car drives on a rural road with a blue sign visible ahead.,A cow runs across the road and collides with the ego-car.
160,304,0,0. No Crash,0,flying object hit the car,0,0,0,0,Ego-car waits at intersection with multiple vehicles ahead and to the right.,"A motorcycle cuts in sharply from the right, causing sudden swerve by ego-car."
161,198,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,1,Ego-car drives on a rural road with a truck ahead and a cyclist approaching from the right.,A cyclist crosses the road from the right and collides with the ego-car.
162,103,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with crosswalk and parked cars on the left.,No incident occurred; normal driving through an intersection at night.
163,207,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential road with streetlights and parked cars visible.,No incident detected; normal driving on a dark residential street.
164,332,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,0,0,0,1,Ego-car follows a van driving straight on a multi-lane road.,"The van veers left and mounts the curb, causing loss of control."
165,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car waits at a red light in a busy urban intersection with multiple vehicles and pedestrians.,No incident observed; traffic remains stable with no visible anomalies or collisions.
166,59,0,0. No Crash,0,bicycle on road,1,0,0,2,Ego-car drives on a highway with a truck ahead and construction cones on the left.,Multiple construction cones and tires fall onto the highway from an unknown source.
167,101,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car approaches an intersection with traffic lights and oncoming vehicles turning left.,A white SUV turns left across oncoming traffic and cuts in front of the ego-car.
168,309,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,3,Ego-car follows a large truck on a multi-lane highway with moderate traffic.,A white truck merges from the right and cuts in front of another vehicle.
169,133,0,0. No Crash,0,flying object hit the car,0,0,0,0,Ego-car stops near a group of pedestrians and vehicles at an intersection.,A sudden burst of yellow debris appears directly ahead of the ego-car.
170,57,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car approaches roundabout with oncoming van and pedestrians near the curb.,A pedestrian crosses the road unexpectedly in front of the ego-car.
171,96,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives past parked vehicles and a pedestrian near construction barriers.,"A pedestrian steps into the road from behind a barrier, causing a near-miss."
172,259,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on highway with construction barriers and speed limit signs ahead.,Ego-car approaches construction zone with reduced lanes and traffic control devices.
173,59,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,0,1,Ego-car approaches a red overhead sign on a multi-lane road with light traffic.,"Motorcycle loses balance and falls on the road, causing rider to fall."
174,63,0,0. No Crash,0,unknown,0,0,0,1,Ego-car follows a black car on a highway with clear lanes.,A large mattress-like debris falls onto the highway lane ahead.
175,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through an intersection with green traffic lights and moderate traffic.,No anomaly or incident observed in the provided frames.
176,196,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,1,0,0,1,Ego-car follows a motorcycle on a mountain road with oncoming car.,A car loses control on wet road and collides with guardrail.
177,419,1,6. One or Multiple vehicles collided but ego-car is fine,0,car hits barrier,0,0,0,1,Ego-car follows a black car in the right lane on a highway.,The black car veers right and collides with the roadside embankment.
178,73,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,1,Ego-car drives on a highway with multiple vehicles ahead in clear lanes.,"A car loses control and collides with another vehicle, causing a rollover."
179,201,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a silver sedan and a green-and-white bus on a highway.,The silver sedan brakes suddenly and collides with the bus ahead.
180,31,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road with moderate traffic and clear weather.,A car cuts in from the left lane ahead of the ego-car.
181,73,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a two-lane road with a bus ahead and oncoming traffic clear.,A car from oncoming traffic crosses the center line and collides with another vehicle.
182,1,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection with multiple vehicles stopped ahead.,A black SUV turns left across oncoming traffic and collides with a white sedan.
183,82,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a highway with a truck and pickup ahead in adjacent lanes.,A truck's cargo shifts and falls onto the highway lane.
184,215,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a wet two-lane road with no visible traffic ahead.,A truck and car collide head-on in the oncoming lane.
185,92,1,4. Other cars collided with person/car/object but ego-car is ok,0,flying object hit the car,0,0,0,2,Ego-car follows a Toyota truck on a multi-lane highway with moderate traffic.,An unsecured wooden plank detaches from a truck and hits the ego-car.
186,211,0,0. No Crash,0,unknown,0,0,0,1,Ego-car follows a car on a wet road under an overpass with traffic lights ahead.,A vehicle stops suddenly ahead on the wet road causing potential rear-end hazard.
187,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a multi-lane highway with a red truck ahead and a red car to the right.,"The red car loses control and collides with the truck, scattering debris across the road."
188,51,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a highway with multiple lanes of steady traffic.,"A white van cuts in from the right lane, forcing a lane change."
189,195,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a city road with multiple vehicles ahead in lanes.,A car cuts in from the left and collides with a van in the adjacent lane.
190,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through a city intersection with traffic lights and pedestrians.,No incident observed; normal driving through urban intersection with no anomalies.
191,209,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows traffic on a multi-lane city road at night with visible lane markings.,"A vehicle cuts in from the left lane ahead, causing sudden brake lights across multiple cars."
192,33,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with oncoming traffic and a bear on the shoulder.,A bear runs across the road in front of the ego-car.
193,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches intersection with yellow bus and multiple vehicles ahead.,No incident observed; normal traffic flow through the intersection.
194,383,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car follows a truck on a highway with multiple vehicles ahead.,"A vehicle emits dense smoke, causing reduced visibility on the road."
195,285,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a multi-lane road with moderate traffic ahead.,"A black car cuts in from the left lane, causing a near-miss."
196,241,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,1,1,Ego-car approaches two people with a bicycle near the guardrail on the right.,A person with a bicycle moves into the road and falls in front of the ego-car.
197,459,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a white car on a wet city road with other vehicles nearby.,A red car cuts in front of the white car causing a collision.
198,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a large truck on a multi-lane road with moderate traffic.,No incident observed; traffic flows normally without anomalies.
199,79,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on highway with vehicles in adjacent lanes maintaining distance.,Debris appears on road ahead after vehicles pass oncoming traffic.
200,109,0,0. No Crash,0,vehicle overtakes,1,0,0,1,A van drives past the ego-car on the right side of the road.,A van overtakes the ego-car on the right without collision.
201,295,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection; white sedan is ahead in the same lane.,"White sedan cuts left across lanes, colliding with another vehicle."
202,19,0,0. No Crash,1,pedestrian is crossing the street,0,0,1,0,Ego-car approaches intersection with red traffic light and pedestrian waiting to cross.,Ego-car runs red light while pedestrian waits to cross at intersection.
203,61,0,0. No Crash,0,scooter on the road,1,0,0,1,Ego-car drives on a winding mountain road with buildings ahead.,A yellow three-wheeled vehicle crosses the road from the right side.
204,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white car on a multi-lane road with traffic cones ahead.,No incident observed; traffic flows normally with no anomalies visible.
205,77,0,0. No Crash,0,flying object hit the car,0,0,0,1,Ego-car drives on a highway with multiple vehicles ahead in the same lane.,A vehicle ahead loses debris that tumbles onto the highway lane.
206,59,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car approaches a van parked on the right with a pedestrian nearby.,A child runs into the road; a pedestrian rushes to intercept and lifts the child.
207,48,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car follows a white car on a city road with parked vehicles.,"A person exits a parked car into traffic, causing a collision."
208,79,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,2,1,Pedestrian walks ahead near barrier while motorcyclist waits at intersection.,Pedestrian collides with barrier and falls onto wet road surface.
209,39,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car approaches a crosswalk with rocks on the left roadside.,Rocks on the left roadside shift and roll toward the ego-car.
210,31,1,1. Ego-car collided but did not stop,1,ego-car hits barrier,0,0,0,0,Ego-car drives on a two-lane road with trees lining both sides.,A large tree falls across the road blocking both lanes ahead.
211,41,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection with green traffic lights and multiple vehicles ahead.,Van turns left across oncoming traffic and collides with a black vehicle.
212,440,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car approaches intersection with bicycles crossing ahead in sunlight.,A bicycle rider enters the ego-car's path and collides with the vehicle.
213,1,-1,0. No Crash,0,unknown,0,0,0,0,Pedestrians cross the intersection at a railway crossing with red traffic lights.,No incident observed; pedestrians and traffic follow signals safely.
214,93,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car approaches intersection; cyclist on bicycle crosses ahead right.,Bicycle rider enters crosswalk directly in front of ego-car causing collision.
215,191,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a city road with moderate traffic and police lights ahead.,Two police vehicles with flashing lights pull over a vehicle on the left.
216,199,0,0. No Crash,0,pedestrian on the road,0,0,0,0,Ego-car drives on a highway with moderate traffic and a pedestrian on the road.,No incident occurs; pedestrian remains on highway without collision.
217,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a curved road with overpass lights and distant buildings.,No incident observed; continuous driving on a curved road under overpass.
218,299,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,1,2,Ego-car follows a silver sedan on a multi-lane road with moderate traffic.,A pedestrian on a motorcycle falls on the left side near a parked car.
219,7,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,2,0,2,2,Pedestrians cross at crosswalk while vehicles move through intersection normally.,A van cuts in front of a motorcycle causing a collision at the intersection.
220,49,0,0. No Crash,0,animal on the road,0,0,0,1,Ego-car drives on a highway with a white car ahead and no visible hazards.,"An orange SUV merges left, causing debris to fall on the road."
221,91,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,3,Ego-car follows a white car on a narrow rural road with two trucks ahead.,"A truck moves left toward oncoming traffic, forcing a pedestrian to step back."
222,55,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a city road with multiple vehicles ahead.,An animal appears on the road causing vehicles to slow down.
223,1,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car drives on a highway with a car on the left shoulder.,A car on the left shoulder moves forward and stops near trucks.
224,179,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car approaches intersection with bus on right and red car on left.,"A cyclist crosses the road ahead, causing the ego-car to stop."
225,81,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car follows a red SUV with multiple vehicles ahead in adjacent lanes.,"A white van merges left across lanes, cutting in front of oncoming traffic."
226,49,0,0. No Crash,0,bicycle on road,1,0,1,2,Ego-car stops at an intersection with multiple vehicles and pedestrians nearby.,A person loads a bicycle into a van's open trunk at the intersection.
227,151,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,1,2,Ego-car approaches an intersection with a bus and motorcycle ahead.,A pedestrian falls near the bus at the intersection causing obstruction.
228,11,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car approaches a freeway entrance with moderate traffic ahead.,"A vehicle merges sharply from the left, cutting in front of ego-car."
229,52,1,4. Other cars collided with person/car/object but ego-car is ok,0,car flipped over,0,0,0,1,Ego-car approaches intersection with a blue three-wheeled truck on the left.,The blue three-wheeled truck turns left across the ego-car's path and overturns.
230,331,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a city road with moderate traffic and clear weather.,A vehicle cuts in from the left lane but no collision occurs with ego-car.
231,311,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car approaches intersection with red traffic lights and multiple vehicles stopped ahead.,A truck on the left cuts into ego-car's lane without signaling.
232,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with moderate traffic ahead.,No incident observed in the provided frames.
233,73,-1,0. No Crash,0,unknown,0,0,0,0,Vehicles are stopped at a traffic light with a tall building on the left.,No incident detected; traffic appears normal with no visible anomalies.
234,61,0,0. No Crash,0,flying object hit the car,0,0,0,2,Ego-car approaches intersection with green light; blue truck ahead in left lane.,Blue truck emits large dust cloud that obscures left lane and crosswalk.
235,159,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,1,Ego-car follows a white sedan on a wet road with heavy rain.,"A fallen tree blocks the road ahead, forcing vehicles to stop."
236,129,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,1,Ego-car approaches a narrow road section with oncoming black van ahead.,Oncoming black van fails to yield and cuts into ego-car's lane causing near-miss.
237,51,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a highway with multiple vehicles ahead in clear weather.,A tire detaches from a vehicle ahead and rolls into the ego-car's lane.
238,182,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,2,0,0,2,A blue three-wheeled vehicle and a bicycle approach the intersection on the left.,The blue three-wheeled vehicle collides with the bicycle at the crosswalk.
239,13,0,0. No Crash,0,animal on the road,0,7,0,0,Ego-car drives on a highway with two vehicles ahead in the same lane.,Multiple goats enter the highway and run across lanes in front of the ego-car.
240,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with moderate traffic and green traffic lights.,No incident observed; traffic flows normally through the intersection.
241,95,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches intersection with white and blue cars visible on left.,No incident occurred; normal driving through intersection with clear road.
242,215,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a black SUV and two vans on a multi-lane highway.,"A white sedan cuts in from the left lane, forcing the black SUV to swerve right."
243,51,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows two cars at a red light on a multi-lane road.,A car cuts in from the left lane and collides with another vehicle.
244,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane highway with moderate traffic ahead.,No incident observed in the provided frames.
245,219,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,1,0,A pedestrian crosses the street at a crosswalk ahead of the ego-car.,The pedestrian steps into the ego-car's path and collides with the vehicle.
246,16,0,0. No Crash,0,flying object hit the car,0,0,0,2,Ego-car follows a pickup truck and a large trailer on a highway.,"Debris flies off the pickup truck, causing airborne hazards ahead."
247,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches red shipping containers in a parking area with no moving vehicles.,No incident observed; containers remain stationary throughout the sequence.
248,131,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,3,2,Ego-car approaches crosswalk with pedestrians and a motorcycle ahead.,Motorcycle collides with pedestrians in crosswalk causing multiple falls.
249,1,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a city road with multiple vehicles and traffic lights.,A black SUV cuts in from the left lane into the ego-car's path.
250,411,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Van approaches intersection while white car is visible in the distance.,Van turns left across oncoming traffic and passes in front of ego-car.
251,47,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road with a yellow truck on the left.,"The yellow truck on the left moves right, cutting into the ego-car's lane."
252,25,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches an intersection with green traffic lights and oncoming vehicle.,A vehicle turns left across oncoming traffic and collides with another vehicle.
253,55,0,0. No Crash,0,pedestrian is crossing the street,1,0,1,1,Ego-car approaches a gated entrance with a white car parked right and a tricycle ahead.,"A pedestrian crosses left to right in front of the ego-car, causing a near-miss."
254,257,0,0. No Crash,0,vehicle overtakes,0,0,0,3,Ego-car approaches intersection with two vans ahead in same lane.,A white truck cuts in from right and merges into ego-car's lane.
255,119,0,0. No Crash,0,scooter on the road,1,0,0,0,Ego-car is stopped at an intersection with multiple vehicles ahead.,A pedestrian on a scooter crosses in front of the ego-car.
256,41,0,0. No Crash,0,flying object hit the car,0,0,0,1,Ego-car follows a car and truck on a highway with clear lanes.,A tire detaches from a vehicle and rolls across the highway lanes.
257,496,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives through a parking lot with scattered vehicles and trees.,"A small animal crosses the road ahead, causing potential evasive action."
258,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car is stationary in a dimly lit parking garage with parked vehicles.,No incident observed; scene remains stable throughout the frames.
259,119,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches an intersection with vehicles and pedestrians visible.,A truck turns left across oncoming traffic and collides with another vehicle.
260,208,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a wet road with oncoming traffic and raindrops on the windshield.,Oncoming vehicle's headlights dazzle the ego-car driver during rainy conditions.
261,125,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car waits at an intersection with multiple vehicles ahead stopped.,"A black van turns left without clearing the lane, cutting in front of oncoming traffic."
262,1,0,0. No Crash,0,pedestrian on the road,0,0,2,2,Ego-car drives on a highway with a white car ahead and pedestrians on the right shoulder.,Pedestrians and a blue car are on the right shoulder near traffic cones.
263,199,0,0. No Crash,0,vehicle overtakes,1,0,0,2,Ego-car approaches intersection with white car ahead and taxi on left.,"Taxi cuts left across lanes, forcing ego-car to adjust position."
264,61,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with a pedestrian ahead in the lane.,A pedestrian crosses the road directly in front of the ego-car.
265,11,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road with moderate traffic and parked cars.,"A white sedan cuts into the ego-car's lane from the right, causing a near-miss."
266,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane highway with moderate traffic ahead.,No anomaly or incident visible in the provided frames.
267,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows red SUV on multi-lane road with traffic lights ahead.,No incident observed; traffic flows normally through the intersection.
268,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white sedan on a clear city road with parked vehicles.,No incident observed; traffic flows normally with no anomalies.
269,51,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car stops at an intersection with red lights and multiple vehicles ahead.,"A truck enters the intersection from the left, cutting in front of the ego-car."
270,183,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a red truck on a highway with light traffic.,"The red truck's rear tire blows out, causing it to veer right."
271,61,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection with oncoming traffic and a gas station on the right.,A car on the left makes an illegal left turn across oncoming traffic.
272,115,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows vehicles on a multi-lane highway with moderate traffic.,A red car cuts in sharply from the right lane causing abrupt braking.
273,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with clear lanes and buildings.,No anomaly or incident visible in the provided frames.
274,317,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a car on a well-lit road with streetlights and trees.,The car ahead brakes suddenly with red brake lights visible.
275,9,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches a goose walking ahead in the parking lot lane.,"Goose moves toward ego-car's path, causing last-moment avoidance."
276,69,0,0. No Crash,0,flying object hit the car,0,0,0,1,Ego-car drives on highway with red SUV ahead and clear lanes.,"Debris falls from vehicle ahead, bounces across lanes toward ego-car."
277,199,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,1,1,A pedestrian exits a parked car on the left side of the road.,The pedestrian runs into traffic and collides with the ego-car.
278,97,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows traffic on a multi-lane highway with steady flow.,Debris on the right shoulder becomes visible as the car passes it.
279,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles ahead in clear weather.,No incident observed; traffic flows normally with no visible hazards or anomalies.
280,139,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives behind a car with a large truck on the right lane.,The large truck on the right swerves left and collides with another vehicle.
281,389,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a blue bus on a wet highway with multiple vehicles ahead.,"A van cuts in from the left lane on wet road, causing a near-miss."
282,75,0,0. No Crash,0,vehicle overtakes,0,0,1,2,Ego-car drives on a multi-lane road with light traffic and a pedestrian on the right.,A white truck cuts in from the left lane ahead of the ego-car.
283,321,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a black SUV on a city road with moderate traffic.,"A black SUV cuts left into ego-car's lane, causing a near-miss."
284,106,1,4. Other cars collided with person/car/object but ego-car is ok,0,car flipped over,0,0,0,2,Ego-car approaches a truck and a van on a rural road.,The van cuts in front of the truck causing a collision and rollover.
285,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with a pedestrian ahead.,No incident observed; pedestrian moves normally along the road.
286,49,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a suburban road with oncoming traffic ahead.,A black car cuts in from the left lane and crosses in front of the ego-car.
287,160,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car approaches intersection with cyclist on the right side.,Cyclist loses balance and falls into the ego-car's path.
288,131,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,0,0,0,1,Ego-car approaches intersection with blue truck parked left and clear crosswalk ahead.,"A blue truck collides with pole, causing debris and dust cloud at intersection."
289,119,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,1,0,Ego-car drives on a city road with pedestrians and parked vehicles ahead.,"A child runs into the road and falls, causing a pedestrian to react."
290,61,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple lanes and moderate traffic ahead.,No incident occurred; highway driving with normal traffic flow.
291,73,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car stops at intersection with green traffic light behind white car.,Truck's trailer loses cargo; debris spills onto road during acceleration.
292,33,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car stops at red light while a vehicle approaches from the left.,A vehicle enters the intersection from the left and crosses in front of the ego-car.
293,323,0,0. No Crash,0,vehicle overtakes,0,0,1,2,Ego-car drives on a two-lane road with a pedestrian on the left and vehicles ahead.,"A bus cuts in from the right lane, forcing the ego-car to adjust."
294,229,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car is stationary on a city road with a dog in the lane.,A dog walks across the road in front of the ego-car.
295,79,0,0. No Crash,0,unknown,0,0,0,2,Ego-car approaches intersection with green traffic light and multiple vehicles ahead.,"A vehicle ahead emits dense smoke, obscuring the road and visibility."
296,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows traffic on a multi-lane road under clear skies.,No incident observed; traffic flows normally without anomalies.
297,109,1,4. Other cars collided with person/car/object but ego-car is ok,0,ego-car hits a crossing cyclist,1,0,0,1,A child rides a bicycle across a crosswalk ahead of the ego-car.,The child loses balance and falls off the bicycle on the road.
298,322,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a black sedan on a multi-lane city road with moderate traffic.,Unknown hazard: sudden darkness obscures visibility at intersection.
299,101,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a white sedan in heavy urban traffic on a rainy day.,"White sedan cuts left across lanes, causing adjacent vehicles to brake."
300,99,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,1,Ego-car approaches a van on a narrow road with buildings on the right.,"A van cuts left across the lane, forcing the ego-car to avoid collision."
301,43,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a residential street with parked cars on both sides.,A white car opens its driver-side door into the ego-car's path.
302,189,0,0. No Crash,0,animal on the road,0,1,2,1,Ego-car drives on a multi-lane highway with moderate traffic flow.,A dog runs onto the highway; a pedestrian exits a truck to retrieve it.
303,41,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with trees and a distant vehicle ahead.,A deer runs from the right roadside across the ego-car's lane.
304,199,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Pedestrian crosses the street at the intersection in front of the ego-car.,Pedestrian steps into the ego-car's path and points toward the vehicle.
305,123,0,0. No Crash,0,scooter on the road,2,0,0,2,Ego-car approaches intersection with blue three-wheeled vehicle and motorcycles ahead.,A water container falls from the three-wheeled vehicle onto the road.
306,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car stops at intersection with pedestrian crossing and traffic lights red.,A pedestrian crosses the intersection while a gray SUV turns left.
307,310,0,0. No Crash,0,scooter on the road,1,0,0,2,Ego-car approaches intersection with green traffic light and crosswalk clear ahead.,A cyclist on an electric bicycle enters the crosswalk and stops in front of the ego-car.
308,249,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,2,0,A pedestrian crosses the road while a cyclist rides ahead on the lane.,A pedestrian collides with a cyclist riding on the road.
309,153,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,0,3,Ego-car follows a bus and white sedan at an intersection with multiple vehicles.,A motorcyclist falls near a white car at the intersection.
310,129,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,1,Ego-car approaches an intersection with a blue van turning left ahead.,"The blue van's rear doors open during turn, spilling debris onto the road."
