video,Incident window start frame,Incident Detection,Crash Severity,Ego-car involved,Label,Number of Bicyclists/Scooters,Number of animals involved,Number of pedestrians involved,Number of vehicles involved (excluding ego-car),Caption Before Incident,Reason of Incident
163,71,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a dark road with a red car ahead and a dark car on the right.,"A pedestrian stands near a red car on the right side of the road, creating a hazard."
164,331,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,0,0,0,1,Ego-car follows a white van on a multi-lane road with no other vehicles nearby.,The white van loses control and veers off the road onto the curb.
165,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with red traffic lights and other vehicles present.,No visible incident or hazard in the sequence.
166,41,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a highway with a truck ahead and a motorcycle near construction barrels.,"A motorcycle loses control near construction barrels, causing debris to scatter on the road."
167,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with light traffic and traffic cones on the right.,unknown hazard: no visible incident
168,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles including trucks and a van.,unknown hazard: no visible anomaly in frames
169,61,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,"Ego-car drives on a road with a truck ahead, a bus, and a car, with an overpass in the background.",A truck collides with another vehicle at the intersection.
170,1,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches an intersection with multiple vehicles including a white van ahead and a truck on the right.,A vehicle collides with another vehicle at the intersection.
171,51,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a city road with multiple vehicles and parked cars on both sides.,A pedestrian steps into the road from the right sidewalk.
172,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a red truck ahead in the right lane.,No incident observed in the provided frames.
173,71,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,1,0,2,1,Ego-car drives on a road with a motorcycle ahead and other vehicles in the background.,"A motorcycle loses control and falls, causing riders to fall onto the road."
174,91,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a car ahead in the same lane.,"Unknown hazard: A large white debris object appears in the left lane, creating a road obstruction."
175,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential road with other vehicles and houses along the sides.,unknown hazard: no visible anomalies or incidents in the frames
176,273,0,0. No Crash,0,unknown,0,0,0,1,Ego-motorcycle drives on a winding road with a white van and truck parked on the right and a motorcycle ahead.,A white van pulls out from the roadside into the path of the ego-motorcycle.
177,437,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a highway with a black car in the middle of the road ahead.,A black car loses control and veers off the right side of the road.
178,81,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,1,Ego-car drives on a highway with multiple vehicles including a white truck ahead.,"A tire detaches from a vehicle and causes a crash, leading to the vehicle flipping."
179,191,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,1,0,0,2,"Ego-car drives on a highway with a bus, SUV, and car ahead.","A car collides with a scooter on the road, causing damage."
180,21,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road with light traffic and a McDonald's on the right.,A dark vehicle cuts in from the left lane and merges ahead of the ego-car.
181,59,0,0. No Crash,0,vehicle overtakes,0,0,0,0,"Ego-car drives on a road with a bus and car ahead, passing a crosswalk.",A car cuts in from the right lane and merges into the ego-car's lane.
182,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with several vehicles ahead and commercial buildings on the right.,No visible anomaly or hazard in the sequence.
183,91,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with a truck, pickup, and other vehicles in adjacent lanes.","A large orange object falls from a truck and lands on the highway, creating a hazard."
184,221,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a winding road with vehicles approaching in the distance.,A truck and a car collide on the road.
185,101,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,1,Ego-car drives on a highway with a truck ahead and other vehicles.,Unsecured wooden plank detaches from truck and hits ego-car.
186,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a car on a wet road at night under an overpass.,No visible incident or hazard.
187,71,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a highway with a pink truck ahead and other vehicles.,Tire debris on the road causes a vehicle to swerve and collide.
188,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a white pickup truck ahead and other vehicles in adjacent lanes.,"A white truck merges into the ego-car's lane from the right, creating a potential collision hazard."
189,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with vehicles ahead and parked cars on the left.,unknown hazard: no visible anomalies or incidents in frames
190,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a dark SUV in the left lane and other vehicles in the distance.,unknown hazard: no visible collision or anomaly observed.
191,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road at night with several vehicles ahead.,unknown hazard: no visible anomaly or incident in the sequence
192,31,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a two-lane road with a white car ahead and a black bear near the left roadside.,"A black bear crosses the road, creating a hazard for the ego-car."
193,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with a bus on the right and a silver car ahead.,No incident detected.
194,381,0,0. No Crash,0,unknown,0,0,0,1,Ego-car follows a truck on a two-lane road with other vehicles in the right lane.,"A truck emits thick smoke, creating a visibility hazard on the road."
195,315,0,0. No Crash,0,vehicle overtakes,0,0,0,1,"Ego-car drives on a multi-lane road with a brown car ahead, a white car behind it, and a blue car on the left.","A blue car merges into the ego-car's lane, causing a near-miss."
196,251,0,0. No Crash,0,pedestrian on the road,1,0,1,0,"Ego-car drives on a road with traffic cones, a pedestrian stands with a bicycle on the right, and a car is no longer visible on the left.",A pedestrian loses balance and falls off a bicycle.
197,521,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,"Ego-car drives on a wet road with a red car moving right, a white car ahead, and a blue truck on the right.",A red car turns right into the right lane and collides with a motorcycle.
198,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with a red car ahead and no immediate hazards.,unknown hazard: no visible anomalies or collisions
199,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles including a red truck in the left lane.,A red truck's trailer detaches and falls onto the highway.
200,101,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a road with a person on a red scooter moving from left to right and other vehicles parked nearby.,"A silver van approaches from the right and moves left towards the ego-car, creating a potential hazard."
201,301,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white car on a multi-lane road approaching an intersection with traffic lights.,"A white car veers left into the ego-car's lane, causing a near-miss."
202,1,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches an intersection with red traffic lights and a pedestrian waiting to cross.,Ego-car proceeds through a red traffic light.
203,71,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a winding road with rocky cliffs and houses, no other vehicles visible.","A yellow vehicle approaches from the opposite direction on the winding road, creating a hazard."
204,101,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white car on a road with orange traffic cones.,No incident occurred.
205,111,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with several vehicles ahead and on the right.,"Debris falls onto the road, creating a hazard for traffic."
206,61,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a narrow residential street with parked cars and a van with open doors; pedestrians are near the van.,"A pedestrian (child) enters the road, creating a hazard."
207,21,0,0. No Crash,0,scooter on the road,1,0,0,2,Ego-car follows a white car on a city road with other vehicles and pedestrians nearby.,"A motorcycle stops beside a white car, causing the car's door to open."
208,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle hits barrier,1,0,0,1,Ego-car approaches a barrier with pedestrians and a cyclist on a wet road.,"A barrier lowers and strikes a motorcycle, causing it to fall."
209,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with trees on the left and a building on the right, no visible hazards.",unknown hazard: no visible anomalies or incidents in the sequence
210,31,1,2. Ego-car collided and could not continue moving,1,flying object hit the car,0,0,0,0,Ego-car drives on a two-lane road surrounded by trees with no other vehicles.,"A falling tree blocks the road, causing the ego-car to collide with it."
211,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car approaches an intersection with traffic lights, other vehicles, and buildings on both sides.",No visible incident or hazard in the sequence.
212,451,1,3. Ego-car collided with at-least one person or cyclist,1,vehicle hits ego-car,1,0,0,1,Ego-car drives on a road with a motorcycle approaching from ahead.,"A motorcycle rider loses control and collides with the ego-car, causing the rider to fall."
213,71,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car approaches an intersection with traffic lights and vehicles ahead.,Pedestrians cross the street in front of the ego-car at the intersection.
214,51,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car waits at a city intersection with green traffic lights and other vehicles present.,A cyclist rides into the path of the ego-car and collides with it.
215,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with multiple vehicles including a white van and cars ahead.,unknown hazard: visual distortion in the upper portion of the frame
216,101,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a highway with multiple vehicles in traffic.,"A pedestrian enters the roadway near the median, creating a hazard."
217,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a curved road at night with streetlights and an overpass ahead.,unknown hazard: no visible anomalies or incidents in the sequence
218,61,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,1,0,0,2,"Ego-car drives on a road with a silver car ahead, a red truck on the right, and a motorcycle near the truck.",A red truck collides with a motorcycle near it.
219,61,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,1,0,0,2,Ego-car approaches an intersection with pedestrians crossing and vehicles moving through.,A van and a motorcycle collide at the intersection.
220,71,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a highway with a white car ahead and no visible hazards.,"An animal is on the highway, creating a hazard for vehicles."
221,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white car on a narrow road with two trucks ahead and a pedestrian on the left.,unknown hazard: no visible anomaly or collision in the sequence
222,71,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car drives on a city road with multiple vehicles including a white pickup truck ahead.,An animal on the road creates a hazard for vehicles.
223,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with trucks ahead and debris on the left barrier.,"A truck stops on the left shoulder, creating a hazard."
224,41,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a wet road with a car ahead in the left lane and a bus on the right.,"A car cuts into the ego-car's lane from the left, causing a near-miss."
225,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles ahead and in adjacent lanes.,unknown hazard: no visible anomaly or collision in frames.
226,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car stops at an intersection with a white van, other cars, and pedestrians nearby.",no visible incident: vehicles and pedestrians stationary at intersection
227,221,0,0. No Crash,0,many cars/pedestrians/cyclists collided,0,0,1,1,"Ego-car waits at an intersection with a bus, motorcycle, and traffic officer present.","A pedestrian falls in front of the bus, creating a hazard."
228,31,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,"Ego-car drives on a road with several vehicles, including a car ahead in the same lane.",A vehicle ahead loses control and collides with another vehicle.
229,51,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,1,Ego-car drives on a city road with a blue truck on the left and other vehicles in the distance.,"A blue truck loses control and overturns, scattering debris on the road."
230,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with other vehicles present.,unknown hazard: no visible incident or hazard in the frames
231,61,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car approaches an intersection with green traffic lights and other vehicles.,"A silver car merges into the ego-car's lane, creating a hazard."
232,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear road with a car ahead and no visible hazards.,unknown hazard: no visible anomalies or incidents in the sequence
233,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car waits at an intersection with green traffic lights, surrounded by other vehicles.",unknown hazard: no visible anomaly or incident in the frames
234,61,0,0. No Crash,0,unknown,0,0,0,1,"Ego-car approaches an intersection with a truck ahead and other vehicles, traffic light green.","A truck emits a large cloud of dust, likely from a tire or mechanical failure, creating a hazard."
235,151,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car follows a white car on a wet, tree-lined road.","A fallen tree blocks the road, forcing the white car to stop."
236,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a narrow rural road with buildings and parked vehicles on both sides.,unknown hazard: no visible anomaly or incident in the provided frames
237,51,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with several vehicles ahead in both lanes.,Unknown hazard: a tire appears on the road.
238,191,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,"Ego-car waits at an intersection with red traffic lights, surrounded by cars, motorcycles, and a cyclist.","A tricycle collides with a motorcycle in the crosswalk, causing the motorcycle to fall."
239,31,0,0. No Crash,0,animal on the road,0,5,0,0,Ego-car drives on a highway with two vehicles ahead in their lanes.,"Multiple goats cross the highway, causing a potential collision risk."
240,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with multiple vehicles and green traffic lights.,No visible incident or hazard in the sequence.
241,149,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with a black car, blue car, and gas station ahead; white truck is no longer visible.",Unknown hazard: red debris appears on the road.
242,121,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,"Ego-car drives on a highway with a black SUV and a white van ahead, maintaining separation.",A black SUV merges into the lane of a white van and collides with it.
243,71,0,0. No Crash,0,unknown,0,0,0,0,Ego-car stops at a red light with two cars ahead on a city road at night.,A debris appears on the road ahead of the ego-car.
244,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a black SUV ahead in the left lane and other vehicles in the distance.,unknown hazard: no visible anomaly or incident in the frames
245,165,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with cars ahead and a crosswalk visible.,A pedestrian crosses the crosswalk in front of the ego-car.
246,21,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a highway with a van carrying a load and a truck ahead.,"A van's unsecured load falls onto the highway, creating airborne debris."
247,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches a row of parked shipping containers on a paved area.,unknown hazard: no visible anomalies or incidents in the sequence
248,141,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle hits a pedestrian,1,0,1,1,Ego-car drives on a city road with pedestrians crossing and a motorcycle ahead.,A motorcycle loses balance and collides with a pedestrian at the crosswalk.
249,41,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a city road with a black SUV in the left lane.,A black SUV merges from the left lane into the ego-car's lane.
250,421,0,0. No Crash,0,unknown,0,0,0,2,Ego-car approaches an intersection with a dark van ahead on the main road.,"A dark van turns left into the intersection, causing a near-miss with a white car."
251,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with a yellow truck on the left and various vehicles ahead.,No incident observed in the provided frames.
252,11,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road at night with a car ahead and green traffic lights.,A car ahead turns left at an intersection and moves out of the ego-car's path.
253,61,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with a white car on the right and a motorcycle ahead.,No incident occurred.
254,321,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,"Ego-car drives on a road with a white van and silver van ahead, moving towards each other.",A silver van collides with a white van.
255,31,0,0. No Crash,0,scooter on the road,1,0,1,0,"Ego-car drives on a road with multiple vehicles, including a black van on the right.","Pedestrian on scooter enters the road, creating a traffic hazard."
256,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a car ahead and other vehicles in the distance.,"Debris appears on the highway, creating a hazard for traffic."
257,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car is in a parking lot with several parked vehicles, including a black Jeep ahead.",unknown hazard: no visible incident or anomaly in the sequence
258,31,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car is in a parking garage with a red car and a gray car parked.,A vehicle enters the parking garage from the right.
259,71,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a city road with a purple car and other vehicles in the background.,A three-wheeled vehicle collides with a purple car at the intersection.
260,211,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a wet road with raindrops on the windshield and vehicles ahead.,"A vehicle on the left merges into the ego-car's lane, causing a near-miss."
261,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows traffic at an intersection with multiple vehicles stopped or moving slowly.,unknown hazard: no visible collision or anomaly in frames
262,31,0,0. No Crash,0,pedestrian on the road,0,0,2,0,Ego-car drives on a road with a red barrier on the right shoulder and two people nearby.,"Pedestrians move a red barrier, displacing it into the road."
263,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with a white car ahead and a scooter on the right.,unknown hazard: no visible anomaly
264,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with parked cars on the right and no pedestrians in the road.,A pedestrian crosses the road in front of the ego-car.
265,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with light traffic.,No visible incident or hazard.
266,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles in adjacent lanes.,No visible incident or hazard.
267,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with traffic lights and other vehicles at night.,No visible hazard or incident in the sequence.
268,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a white car on the left side of the road.,No visible incident or hazard in the sequence.
269,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car stops at an intersection with a yellow taxi and a white car ahead, all at red traffic lights.",No visible incident: vehicles remain stopped at red traffic lights.
270,201,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a highway with a red truck ahead and other vehicles in the distance.,"The red truck has a mechanical issue, releasing debris onto the road."
271,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with other vehicles in light traffic.,No visible anomaly or hazard in the sequence.
272,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet highway with multiple cars ahead and on the side.,unknown hazard: no visible anomaly or incident in the frames
273,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with a metal fence and buildings on the left.,No visible anomaly or incident in the provided frames.
274,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a two-lane road at night with vehicles ahead.,"Debris appears on the road, requiring the ego-car to avoid it."
275,21,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches a goose in a parking lot with parked vehicles nearby.,"A goose is in the ego-car's path, posing a collision hazard."
276,81,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a red SUV and other vehicles ahead.,"Debris appears on the road, creating a hazard for vehicles."
277,51,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car stops at an intersection with other vehicles, traffic light red, no anomalies.","A vehicle opens its door into the lane, creating a hazard."
278,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway at night with multiple vehicles ahead, including a white car and a van.",unknown hazard: no visible anomaly or incident in the frames
279,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles in adjacent lanes.,unknown hazard: no visible anomaly or collision in the sequence
280,115,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road with a truck on the right and a car ahead.,unknown hazard: wet road and truck spray reducing visibility
281,61,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet highway with a red truck on the right and an intact billboard ahead.,"A billboard tears due to strong winds, creating a road hazard."
282,91,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a multi-lane road with light traffic ahead.,A white truck merges into the ego-car's lane from the left.
283,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with a red bike lane, cars ahead, and pedestrians on the sidewalk.",unknown hazard: no visible incident or anomaly in the frames
284,101,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a rural road with a truck ahead and a van on the right.,"A van merges left into the truck's lane, causing a collision."
285,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with a cyclist on the right and parked vehicles ahead.,unknown hazard: no visible anomaly
286,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential road with a car ahead in the left lane.,no visible anomaly or incident in the sequence.
287,91,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car drives on a city road with light traffic and a pedestrian ahead.,A bicycle enters the ego-car's path from the right side.
288,141,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,0,0,0,1,Ego-car approaches an intersection with a blue truck stopped on the left and traffic lights ahead.,"A blue truck moves forward and collides with a pole, generating dust."
289,131,1,1. Ego-car collided but did not stop,1,ego-car hits a pedestrian,1,0,1,1,Ego-car drives on a city road with shops and pedestrians on both sides.,A motorcycle rider loses control and falls onto the road.
290,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles in lanes ahead and oncoming traffic.,unknown hazard: no visible anomalies or incidents in the sequence
291,91,0,0. No Crash,0,unknown,0,0,0,1,"Ego-car is at an intersection with a truck, white car, and black SUV ahead.","A truck's trailer tips over, dropping debris onto the road."
292,71,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,0,0,1,1,Ego-car stops at a red light intersection with oncoming traffic and a car turning right.,A silver SUV enters the intersection and collides with a pedestrian on the road.
293,41,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a two-lane road with a car ahead and trees on both sides.,"A pedestrian enters the left lane of the road, creating a hazard."
294,241,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches a dog standing in the middle of the road.,"A dog stands in the road, creating a hazard for traffic."
295,91,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,"Ego-car approaches an intersection with multiple vehicles, including a red car ahead and a truck on the left, under clear skies.","A red car ahead emits smoke, causing a collision with another vehicle."
296,333,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a van carrying ladders ahead and other vehicles in adjacent lanes.,"Ladders on a van shift and fall, creating a hazard."
297,81,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car drives on a city road with a silver car ahead and bicycles on the side.,"A child on a bicycle enters the road from the crosswalk, creating a hazard."
298,81,0,0. No Crash,0,scooter on the road,1,0,0,0,Ego-car drives on a city road with multiple vehicles ahead and on the sides.,"A motorcycle cuts in near the black car, creating a hazard."
299,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet city road with multiple vehicles ahead and a black car on the right.,unknown hazard: no visible anomaly or incident in provided frames
300,61,1,1. Ego-car collided but did not stop,1,vehicle hits ego-car,0,0,0,1,Ego-car drives on a winding road with trees and a building on the right.,A white car approaches from the left lane and collides with the ego-car.
301,41,1,1. Ego-car collided but did not stop,1,vehicle hits ego-car,0,0,0,1,Ego-car drives on a residential street with parked cars on the left and right.,A vehicle on the left merges into the ego-car's lane and collides with it.
302,61,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a highway with a white pickup truck on the left lane and a dog inside the truck window.,"A dog falls out of a white pickup truck and enters the road, creating a hazard."
303,51,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a two-lane road surrounded by trees with a car ahead.,"A deer crosses the road from the right, entering the ego-car’s path."
304,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with green traffic lights and pedestrians on the sidewalk.,unknown hazard: no visible incident or hazard in the frames.
305,61,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a blue three-wheeler on a road with a white truck to the right and other vehicles ahead.,A white truck moves into the path of a blue three-wheeler and collides with it.
306,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,1,"Ego-car waits at an intersection with stationary vehicles, a bus, and a pedestrian near the crosswalk.",A gray car moves into the crosswalk while a pedestrian crosses.
307,31,0,0. No Crash,0,unknown,0,0,2,1,Ego-car approaches an intersection with cars ahead and pedestrians crossing.,"A vehicle enters the crosswalk unexpectedly, creating a hazard for pedestrians."
308,251,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,1,0,2,1,Ego-car follows a scooter with two riders on a wet city road.,A scooter loses balance and crashes on the wet road.
309,161,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,1,0,1,1,"Ego-car approaches an intersection with a bus, cars, and motorcycles in traffic.",A motorcycle rider loses balance and falls to the ground.
310,101,0,0. No Crash,0,unknown,0,0,0,1,"Ego-car approaches an intersection with a blue van stopped, door open, and pedestrians on the left sidewalk.","The blue van drops cargo onto the road, creating scattered debris."
311,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a rural road with a van parked on the right shoulder.,A van moves from the right shoulder into the ego-car's lane.
312,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with parked cars and a van on the right.,no visible anomaly or incident occurred
313,61,0,0. No Crash,0,animal on the road,0,100,0,0,Ego-car approaches a crosswalk on a clear road during sunset.,"Geese cross the road at the crosswalk, posing a hazard to the ego-car."
314,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection at night with parked cars and buildings on either side.,unknown hazard: no visible anomalies or hazards in the scene
315,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road at night with parked cars on both sides and a yellow car ahead on the right.,unknown hazard: no visible anomaly in the sequence
316,241,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with multiple vehicles ahead and a bus on the right.,Unknown hazard: a tire in the road.
317,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road at night with parked cars on both sides.,No incident observed.
318,161,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,0,0,1,1,"Ego-car approaches an intersection with a blue tricycle, cars, trucks, and pedestrians on the road.",A pedestrian crosses the road and is hit by a vehicle.
319,11,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet highway with two trucks ahead and a blue truck on the left lane.,"A dark object appears in the middle of the road, creating a hazard."
320,51,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,1,0,0,1,Ego-car drives on a road with a motorcycle approaching from the left.,A motorcycle rider loses control and falls off the motorcycle.
321,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car waits at a crosswalk with red traffic lights and vehicles ahead.,No incident observed in the sequence.
322,101,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a rural road with a white car ahead and another car approaching.,A car attempts to pass the white car and collides with it.
323,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road at night with traffic ahead and a gas station on the right.,unknown hazard: no visible anomalies in the sequence
