"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
154,43,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car follows a black car on a city road with pedestrians and parked vehicles.","A pedestrian crosses the road in front of oncoming traffic without yielding."
155,333,0,"0. No Crash",0,"animal on the road",0,5,0,0,"Ego-car drives on an empty road with clear sky ahead.","A bird and chicks cross the road causing potential hazard."
156,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a silver sedan on a multi-lane road at dusk.","No incident observed in the provided frames."
157,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with a pedestrian crossing and oncoming truck.","No incident observed; normal traffic flow with pedestrian crossing safely."
158,283,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car travels on a highway with a white car ahead and green barriers on the left.","A red truck crosses the median barrier and collides with an oncoming vehicle."
159,101,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural road with clear visibility ahead.","A cow runs across the road but no collision occurs."
160,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car waits at an intersection with multiple vehicles and a motorcycle ahead.","No incident observed in the provided frames."
161,187,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car drives on a rural road with a truck ahead and no visible hazards.","A cyclist crosses the road in front of the ego-car causing a collision."
162,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with crosswalk and parked vehicles on left.","No visible incident or hazard in the sequence; normal driving at night."
163,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a dark residential road with parked cars ahead.","No anomaly or incident observed in the provided frames."
164,323,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car hits barrier",0,0,0,1,"Ego-car follows a van driving straight in the same lane.","The van veers left off the road onto the grassy shoulder."
165,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red light with oncoming traffic and pedestrians at the intersection.","No incident observed; traffic remains stable with red lights and stopped vehicles."
166,83,0,"0. No Crash",0,"bicycle on road",1,0,0,2,"Ego-car drives on a highway with a truck ahead and clear lanes.","Debris from a truck spills onto the highway lanes causing hazards."
167,25,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with moderate traffic and clear lanes.","A car cuts in from the left lane ahead of the ego-car."
168,313,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a truck on a highway with clear lanes and distant vehicles.","A van cuts in from the right, causing a large truck to merge left abruptly."
169,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car observes a group of pedestrians standing near a truck and bus on the road.","No incident visible; scene shows stationary vehicles and pedestrians on the roadside."
170,57,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a roundabout with a van on the left and ahead.","A pedestrian crosses the road unexpectedly in front of the ego-car."
171,79,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car drives on a city road with oncoming vehicles and a pedestrian near barriers.","A pedestrian crosses the road from the right, forcing the ego-car to avoid collision."
172,273,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway approaching construction barriers with traffic signs.","No incident occurred; highway driving with construction zone visible."
173,61,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,1,"Ego-car drives on a city road with motorcycles ahead.","Motorcycle loses control and falls on wet road."
174,93,0,"0. No Crash",0,"animal on the road",0,0,0,0,"Ego-car drives on a highway with a car ahead in the same lane.","Large debris rolls across highway into ego-car's lane; no collision."
175,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and clear skies.","No anomaly or incident observed in the sequence."
176,272,0,"0. No Crash",0,"ego-car loses control",1,0,0,2,"Ego-motorcycle approaches a parked white car and a truck on the right roadside.","Ego-motorcycle veers off-road to the right, hitting vegetation and a pole."
177,443,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car flipped over",0,0,0,1,"Ego-car follows a black SUV in the right lane on a highway.","The black SUV veers right and crashes into the roadside embankment."
178,73,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with multiple vehicles ahead in lanes.","A car ahead swerves and collides with a pickup truck in the adjacent lane."
179,213,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a highway with a bus and a car ahead in the same lane.","The car ahead suddenly stops and collides with the bus in front."
180,207,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car stops at intersection; silver car and bus are stationary ahead.","Silver car accelerates left across lanes, cutting in front of ego-car without collision."
181,71,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a two-lane road with a bus and a car ahead in the same lane.","A blue car cuts in from the right lane and nearly collides with oncoming traffic."
182,81,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white sedan at an intersection with cross traffic.","A dark SUV turns left across oncoming traffic and collides with another vehicle."
183,85,0,"0. No Crash",0,"unknown",0,0,0,1,"Ego-car travels on a highway with multiple lanes and clear road signs.","A truck loses a large piece of debris onto the highway lane."
184,213,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a winding road with oncoming vehicles visible ahead.","A truck and a car collide head-on in the oncoming lane."
185,122,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"flying object hit the car",0,0,0,2,"Ego-car follows a truck with unsecured load on a multi-lane highway.","Unsecured wooden plank detaches from truck and hits adjacent car."
186,211,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a car on a wet road under an overpass with traffic lights ahead.","A vehicle ahead slows down abruptly causing potential rear-end collision risk."
187,83,0,"0. No Crash",0,"animal on the road",0,0,0,2,"Ego-car drives on a highway with a red car to the right and a truck ahead.","The red car's tire detaches and rolls into the ego-car's lane, causing debris hazard."
188,348,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a line of vehicles on a highway with moderate traffic.","A silver SUV cuts in from the right lane, causing a near-miss with the ego-car."
189,195,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a van on a multi-lane road with oncoming traffic separated by barriers.","A car cuts in from the left barrier and collides with a van ahead."
190,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with light traffic and construction zones.","No anomaly or incident observed in the provided frames."
191,205,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows traffic on a city bridge with multiple lanes.","A vehicle cuts in from the left lane ahead of the ego-car."
192,33,0,"0. No Crash",0,"animal on the road",0,1,0,1,"Ego-car drives on a rural road with oncoming car ahead.","A bear crosses the road from left to right in front of the ego-car."
193,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through an intersection with multiple vehicles and a bus ahead.","No incident observed; normal traffic flow at an intersection."
194,377,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a truck on a multi-lane highway with moderate traffic.","A vehicle on the right emits thick smoke, causing visibility loss."
195,319,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane road with moderate traffic ahead.","A black car cuts in from the left, causing a collision."
196,247,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches two pedestrians with a bicycle near the guardrail on the right.","A pedestrian with a bicycle steps into the road and falls in front of the ego-car."
197,483,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with a red car turning left.","The red car turns left across oncoming traffic causing a collision."
198,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with a large truck on the right.","No incident observed in the provided frames."
199,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with moderate traffic and clear lanes ahead.","No incident observed in the provided frames."
200,107,0,"0. No Crash",0,"vehicle overtakes",1,0,0,2,"Ego-car observes a van approaching from the right on a city road.","A van cuts in front of the ego-car from the right, causing a near-miss."
201,291,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a white sedan at an intersection with green traffic lights.","White sedan cuts left across lanes, causing near-miss with ego-car."
202,43,0,"0. No Crash",1,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches intersection with red traffic light and waiting pedestrian.","Ego-car runs red light while pedestrian waits to cross the road."
203,63,0,"0. No Crash",0,"scooter on the road",1,0,0,1,"Ego-car drives on a winding mountain road with buildings ahead.","A yellow three-wheeled vehicle enters the road from the right side."
204,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white car on a multi-lane road with traffic cones.","No anomaly or incident observed in the sequence."
205,99,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car drives on a highway with multiple vehicles ahead in the same lane.","A vehicle ahead loses large debris onto the highway lane."
206,73,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,0,"A man and child stand on a residential street with parked cars.","A pedestrian moves toward the ego-car while holding a child."
207,98,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"Ego-car follows a white Volvo on a city road with parked cars.","Scooter is near the curb on the left side of the road."
208,83,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,1,"A pedestrian on a bicycle waits near a barrier with vehicles approaching ahead.","The pedestrian on the bicycle moves into the path of an oncoming vehicle and falls."
209,79,0,"0. No Crash",0,"scooter on the road",0,0,0,0,"Ego-car approaches crosswalk with large rocks on the left roadside.","A large rock rolls from the left roadside into the ego-car's lane."
210,37,1,"1. Ego-car collided but did not stop",1,"ego-car hits barrier",0,0,0,0,"Ego-car drives on a two-lane road with trees and clear sky ahead.","A large tree falls across the road, blocking both lanes ahead."
211,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with multiple vehicles and green traffic lights.","No incident observed; traffic flows normally through the intersection."
212,447,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"A cyclist rides across the intersection ahead of the ego-car.","The cyclist collides with the ego-car's windshield and falls onto the hood."
213,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a railway crossing with pedestrians crossing the road.","No incident observed; pedestrians safely cross the intersection."
214,80,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches intersection while a cyclist crosses ahead on the right.","A cyclist enters the ego-car's path and collides with the vehicle."
215,183,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a sedan on a city road with parked vehicles.","A police SUV turns left across oncoming traffic and blocks the lane."
216,223,0,"0. No Crash",0,"pedestrian on the road",0,0,0,0,"Ego-car drives on a highway with multiple lanes and moderate traffic.","A pedestrian walks on the highway lane ahead causing a hazard."
217,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a curved road under an overpass at night.","No incident observed in the provided frames; normal driving continues."
218,323,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"Ego-car approaches an intersection with multiple vehicles and a motorcyclist on the left.","A motorcyclist on the left loses balance and falls near a parked car."
219,29,0,"0. No Crash",0,"pedestrian is crossing the street",2,0,2,2,"Pedestrians cross at a crosswalk while a van approaches the intersection.","A motorcyclist enters the intersection and cuts in front of the van."
220,91,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a multi-lane highway with a brown SUV on the left.","Debris falls from a vehicle ahead and scatters across the highway lanes."
221,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white car ahead on a narrow rural road with oncoming trucks.","No incident observed; traffic moves slowly on a narrow road with oncoming vehicles."
222,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and clear weather.","No incident observed; traffic flows normally across all frames."
223,49,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car travels on a highway with trucks ahead and no visible incidents.","A red and white truck stops on the left shoulder, causing subsequent vehicles to move past it."
224,169,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane road with a bus on the right and oncoming traffic on the left.","A red car cuts in from the left lane and collides with another vehicle."
225,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through a tunnel with multiple vehicles ahead in all lanes.","No incident observed; traffic flows normally through the tunnel."
226,97,0,"0. No Crash",0,"bicycle on road",1,0,0,2,"Ego-car stops at an intersection with multiple vehicles and pedestrians nearby.","A van's rear door opens into the lane, obstructing traffic flow."
227,213,0,"0. No Crash",0,"scooter on the road",1,0,1,2,"Ego-car approaches an intersection with a bus and traffic officer ahead.","Person lying on road near bus rear with scooter nearby."
228,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a car on a curved highway entrance ramp under clear skies.","No incident observed; traffic flows normally with no visible hazards."
229,51,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches intersection as blue truck prepares to turn left.","Blue truck turns left abruptly and collides with another vehicle."
230,247,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with moderate traffic and clear weather.","A silver car cuts in from the right lane ahead of the ego-car."
231,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with red traffic light and oncoming traffic.","No anomaly detected; traffic flows normally through the intersection."
232,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with steady traffic ahead.","No incident observed in the provided frames."
233,81,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car waits at an intersection with multiple vehicles ahead.","No incident detected in the video frames."
234,51,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a blue truck at an intersection with green traffic lights.","The blue truck ahead suddenly emits dense smoke and veers left."
235,155,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a car on a rainy two-lane road with trees.","A tree falls across the road, blocking both lanes ahead."
236,93,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car drives on a narrow village road with parked vehicles.","A black van cuts in from the left, forcing the ego-car to swerve."
237,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car travels on a multi-lane highway with several vehicles ahead.","No incident observed in the provided frames."
238,179,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,2,"Ego-car stops at intersection; blue truck and child on bicycle cross ahead.","Blue truck collides with child on bicycle at crosswalk."
239,13,0,"0. No Crash",0,"animal on the road",0,8,0,0,"Ego-car drives on a highway with clear lanes and distant vehicles.","Animals enter highway lanes and run across the road."
240,232,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches intersection with green traffic light and normal traffic flow.","A dark sedan cuts in from the right lane, causing a near-miss."
241,137,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car approaches intersection with blue and white cars turning left.","A blue car cuts in front of oncoming traffic causing a near-miss."
242,213,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a black SUV and two vans on a multi-lane highway.","A white sedan cuts in from the left lane, swerving into the ego-car's path."
243,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red light with multiple vehicles ahead and to the left.","No incident observed; traffic remains stopped at the red light across all frames."
244,33,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives under an overpass with vehicles ahead in multiple lanes.","A car cuts in from the left lane and merges abruptly in front of ego-car."
245,225,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car approaches crosswalk where pedestrian begins to cross ahead.","Pedestrian crosses into ego-car's path without yielding during approach."
246,18,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car follows a pickup truck and a semi-trailer on a highway.","Debris falls from the pickup truck and flies into the air."
247,387,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives past stationary shipping containers on the left side.","A container's rear door opens unexpectedly, causing a near-miss with ego-car."
248,129,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,3,2,"Ego-car approaches crosswalk with pedestrians and vehicles at intersection.","Motorcycle collides with pedestrian in crosswalk causing multiple falls."
249,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with green traffic lights and crosswalks.","No incident observed; normal driving through intersections with traffic."
250,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a rural road with oncoming traffic and clear lanes.","No incident observed in the sequence; traffic flows normally."
251,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and parked vehicles.","No incident observed in the provided frames; traffic flows normally."
252,25,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with green traffic lights and oncoming car.","Oncoming car turns left across ego-car's path at intersection."
253,97,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a gated entrance with a pedestrian on the left.","A pedestrian crosses in front of the ego-car near the gate."
254,263,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with multiple vans ahead on the road.","A van turns left across the path of the ego-car causing a near-miss."
255,167,0,"0. No Crash",0,"scooter on the road",1,0,0,2,"Ego-car waits at an intersection with multiple vehicles including a bus and a pedestrian on a scooter.","A pedestrian on a scooter cuts in front of the ego-car and collides with a turning vehicle."
256,41,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car follows a car and truck on a highway with clear lanes.","A tire detaches from the truck and rolls into the ego-car's lane."
257,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through an empty parking lot with scattered vehicles parked.","No incident observed in the sequence; normal driving through parking lot."
258,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car is stationary in a parking garage with multiple parked vehicles.","No incident observed; scene remains stable with no visible hazards."
259,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through an intersection with vehicles and pedestrians visible.","No anomaly or incident observed in the provided frames."
260,219,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on wet road with oncoming traffic and raindrops on windshield.","A bus merges left from oncoming lane causing near-miss with ego-car."
261,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car waits at an intersection with multiple vehicles stopped ahead.","No incident observed; traffic remains stopped at the intersection."
262,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white SUV on a multi-lane road with clear skies.","No incident observed in the provided frames."
263,193,0,"0. No Crash",0,"vehicle overtakes",1,0,0,2,"Ego-car follows a white sedan at an intersection with clear traffic.","A taxi cuts in from the left lane ahead of the ego-car."
264,63,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car drives on a city road with a pedestrian ahead in the distance.","A pedestrian crosses the road from left to right in front of the ego-car."
265,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic and parked cars.","No anomaly or incident observed in the sequence."
266,73,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows white SUV in a multi-lane highway with clear traffic.","White SUV drifts right across lane markings and cuts in front of ego-car."
267,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a red SUV at an intersection with multiple vehicles.","No incident observed; traffic flows normally through the intersection."
268,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white sedan on a city road with parked cars.","No incident observed in the sequence; traffic flows normally."
269,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches intersection with green traffic light and two cars ahead.","No anomaly or incident observed in the sequence."
270,187,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a red truck on a multi-lane highway with light traffic.","The red truck drifts right and collides with the guardrail, causing dust."
271,89,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches an intersection with a black car turning left across oncoming traffic.","A black car cuts in from the left lane into the ego-car's path at the intersection."
272,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with several cars ahead in clear lanes.","No incident observed; traffic flows normally across all visible frames."
273,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with buildings and barriers.","No incident observed in the provided frames."
274,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a car ahead on a dark road with traffic lights.","No anomaly or incident observed in the provided frames."
275,33,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives slowly in a parking lot with parked vehicles and a goose ahead.","A goose walks across the parking lot lane ahead of the ego-car."
276,87,0,"0. No Crash",0,"unknown",0,0,0,1,"Ego-car drives on a highway with a red SUV ahead and clear lanes.","Debris falls from a vehicle and tumbles across the highway lane."
277,197,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Pedestrian exits a parked car on the left side of the road.","Pedestrian runs across traffic lane in front of ego-car, causing near-miss."
278,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with moderate traffic at night.","No incident observed in the provided frames."
279,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with moderate traffic and clear lanes ahead.","No incident observed; traffic flows normally with no visible hazards or anomalies."
280,173,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a rainy highway with trucks ahead in adjacent lanes.","A red truck cuts in from the right, forcing the ego-car to swerve left."
281,433,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a wet highway with moderate traffic ahead.","A van cuts in from the left lane and swerves across traffic."
282,81,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a multi-lane road with moderate traffic ahead.","A white Chevrolet truck cuts in from the left lane into ego-car's path."
283,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a black SUV on a city road with moderate traffic.","No incident observed; traffic moves steadily with no anomalies."
284,147,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car flipped over",0,0,0,1,"Ego-car approaches a white truck on a rural road with trees.","A white truck loses control, flips, and crashes on the road."
285,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a residential road with a pedestrian ahead.","No incident observed; normal driving through a quiet intersection."
286,49,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a clear road with oncoming black car in left lane.","Black car crosses center line into ego-car's lane causing near-miss."
287,161,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches intersection with a cyclist ahead on the right.","Cyclist loses balance and falls onto the road surface."
288,137,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,1,0,"Ego-car approaches a city intersection with a blue truck turning left ahead.","A blue truck turns left and collides with a pedestrian on the crosswalk."
289,115,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car drives on a city street with pedestrians and parked vehicles.","A child runs into the road and falls ahead of the ego-car."
290,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with multiple lanes and moderate traffic.","No incident observed; traffic flows normally with no visible hazards."
291,75,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches intersection with multiple vehicles stopped at traffic light.","Truck's trailer loses load, spilling debris across left lane."
292,65,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car stops at red light; oncoming car approaches intersection.","A vehicle turns left across oncoming traffic and collides with another vehicle."
293,325,0,"0. No Crash",0,"vehicle overtakes",0,0,1,2,"Ego-car drives on a two-lane road with a pedestrian on the left and vehicles ahead.","A bus overtakes from the right while a pedestrian is on the road."
294,253,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car is stationary on a city road with a small dog ahead.","A small dog walks across the road in front of the ego-car."
295,75,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches intersection with multiple vehicles ahead under green traffic light.","A vehicle ahead emits smoke and slows abruptly at the intersection."
296,367,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a van and sedan under a highway overpass with clear traffic.","The van cuts left across lanes, forcing the ego-car to adjust position."
297,111,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car drives on a city road with a child ahead on a bicycle.","Child loses balance and falls off bicycle in front of ego-car."
298,346,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a black sedan in heavy city traffic with multiple lanes.","Traffic light turns red; vehicles ahead brake suddenly causing potential rear-end risk."
299,49,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with multiple vehicles ahead and to the sides.","A vehicle cuts in from the left lane, causing a near-miss with the ego-car."
300,93,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches a van on a narrow road with buildings right.","A van cuts in from the left and moves across the lane."
301,43,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car approaches parked cars with a pedestrian ahead on the road.","A pedestrian runs into the road causing a vehicle to swerve and collide."
302,213,0,"0. No Crash",0,"animal on the road",0,1,1,1,"Ego-car drives on a highway with multiple vehicles and a stopped white truck.","A pedestrian exits a stopped truck and runs into traffic toward a dog."
303,43,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car travels on a two-lane road with oncoming traffic ahead.","A deer runs onto the road from the right and crosses in front of the ego-car."
304,205,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Pedestrian stands at crosswalk as ego-car approaches intersection.","Pedestrian steps into lane and gestures toward ego-car."
305,123,0,"0. No Crash",0,"scooter on the road",2,0,0,1,"Ego-car approaches an intersection with motorcycles and a blue truck on the right.","A blue truck on the right loses a large container which falls onto the road."
306,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at an intersection with pedestrians crossing and vehicles turning.","No incident observed; normal traffic flow with pedestrians and turning vehicles."
307,332,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"Ego-car approaches intersection with green traffic light and crosswalk ahead.","A cyclist on a scooter crosses the intersection against the traffic light in front of ego-car."
308,267,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,2,0,"Ego-car follows a pedestrian and a motorcyclist on a city road.","The motorcyclist falls off the motorcycle ahead on the road."
